account_id,customer_id,account_type,balance,account_open_date
ACC_1784,CID_1118,Saving,231078.11,16-06-2023
ACC_1785,CID_1118,Current,939889.64,16-06-2023
ACC_1786,CID_1118,Demat,1943502.89,16-06-2023
ACC_1787,CID_1119,Fixed Deposit,2010686.68,01-08-2019
ACC_1788,CID_1120,Saving,128363.57,24-07-2023
ACC_1789,CID_1121,Saving,103591.96,26-05-2020
ACC_1790,CID_1122,Fixed Deposit,3415952.38,05-09-2024
ACC_1791,CID_1123,Recurring Deposit,123163.58,13-11-2024
ACC_1792,CID_1124,Saving,213338.42,05-02-2023
ACC_1793,CID_1124,Current,291369.94,05-02-2023
ACC_1794,CID_1124,Demat,320620.58,05-02-2023
ACC_1795,CID_1125,Saving,115838.5,10-08-2022
ACC_1796,CID_1126,Saving,117387.93,23-09-2018
ACC_1797,CID_1126,Current,535580.64,23-09-2018
ACC_1798,CID_1126,Demat,1637488.04,23-09-2018
ACC_1799,CID_1127,Saving,183078.64,02-06-2025
ACC_1800,CID_1128,Saving,16585.65,22-04-2025
ACC_1801,CID_1129,Saving,185450.55,08-02-2024
ACC_1802,CID_1130,Saving,10051.44,04-03-2024
ACC_1803,CID_1131,Saving,160233.99,03-09-2021
ACC_1804,CID_1131,Current,320866.43,03-09-2021
ACC_1805,CID_1131,Demat,67489.89,03-09-2021
ACC_1806,CID_1132,Saving,234146.69,04-08-2024
ACC_1807,CID_1132,Current,362131.27,04-08-2024
ACC_1808,CID_1132,Demat,863068.93,04-08-2024
ACC_1809,CID_1133,Saving,53267.48,12-05-2024
ACC_1810,CID_1133,Current,23919.79,12-05-2024
ACC_1811,CID_1133,Demat,1518439.7,12-05-2024
ACC_1812,CID_1134,Saving,159103.98,07-12-2023
ACC_1813,CID_1134,Current,84507.69,07-12-2023
ACC_1814,CID_1134,Demat,143171.8,07-12-2023
ACC_1815,CID_1135,Fixed Deposit,2262590.45,15-06-2018
ACC_1816,CID_1136,Recurring Deposit,130464.17,05-06-2022
ACC_1817,CID_1137,Saving,85833.78,14-02-2023
ACC_1818,CID_1138,Saving,105065.72,26-12-2020
ACC_1819,CID_1139,Saving,196072.42,05-03-2025
ACC_1820,CID_1139,Current,965624.24,05-03-2025
ACC_1821,CID_1139,Demat,876384.05,05-03-2025
ACC_1822,CID_1140,Saving,195876.56,04-05-2025
ACC_1823,CID_1141,Recurring Deposit,289666.19,09-10-2024
ACC_1824,CID_1142,Recurring Deposit,469545.56,14-07-2021
ACC_1825,CID_1143,Recurring Deposit,466975.88,09-02-2018
ACC_1826,CID_1144,Fixed Deposit,3372987.1,05-11-2020
ACC_1827,CID_1145,Saving,112914.46,28-09-2023
ACC_1828,CID_1146,Saving,159909.64,12-12-2025
ACC_1829,CID_1146,Current,578798.64,12-12-2025
ACC_1830,CID_1146,Demat,77789.51,12-12-2025
ACC_1831,CID_1147,Saving,136748.51,23-02-2024
ACC_1832,CID_1147,Current,166934.93,23-02-2024
ACC_1833,CID_1147,Demat,758225.36,23-02-2024
ACC_1834,CID_1148,Saving,242950.25,10-07-2024
ACC_1835,CID_1148,Current,577259.59,10-07-2024
ACC_1836,CID_1148,Demat,33670.18,10-07-2024
ACC_1837,CID_1149,Recurring Deposit,251540.51,19-05-2019
ACC_1838,CID_1150,Saving,162403.46,11-07-2023
ACC_1839,CID_1150,Current,456541.49,11-07-2023
ACC_1840,CID_1150,Demat,823721.69,11-07-2023
ACC_1841,CID_1151,Saving,131030.87,04-05-2021
ACC_1842,CID_1151,Current,765316.06,04-05-2021
ACC_1843,CID_1151,Demat,231193.1,04-05-2021
ACC_1844,CID_1152,Saving,138412.02,09-01-2024
ACC_1845,CID_1153,Saving,211350.36,04-12-2018
ACC_1846,CID_1154,Recurring Deposit,469012.87,28-05-2019
ACC_1847,CID_1155,Saving,22864.67,27-05-2021
ACC_1848,CID_1156,Saving,26366.99,10-05-2025
ACC_1849,CID_1157,Recurring Deposit,252177.4,02-06-2024
ACC_1850,CID_1158,Saving,213000.46,08-03-2024
ACC_1851,CID_1159,Saving,113930.16,05-06-2022
ACC_1852,CID_1159,Current,381698.75,05-06-2022
ACC_1853,CID_1159,Demat,395142.68,05-06-2022
ACC_1854,CID_1160,Fixed Deposit,4571006.3,13-07-2021
ACC_1855,CID_1161,Fixed Deposit,1985084.69,10-04-2024
ACC_1856,CID_1162,Saving,219961.99,20-03-2023
ACC_1857,CID_1163,Recurring Deposit,454759.52,10-09-2025
ACC_1858,CID_1164,Saving,225096.72,06-08-2022
ACC_1859,CID_1164,Current,415142.1,06-08-2022
ACC_1860,CID_1164,Demat,35982.48,06-08-2022
ACC_1861,CID_1165,Recurring Deposit,410197.16,30-09-2025
ACC_1862,CID_1166,Saving,43017.48,12-06-2024
ACC_1863,CID_1166,Current,572615.26,12-06-2024
ACC_1864,CID_1166,Demat,862889.27,12-06-2024
ACC_1865,CID_1167,Saving,154258.85,06-02-2021
ACC_1866,CID_1167,Current,393924.43,06-02-2021
ACC_1867,CID_1167,Demat,107904.08,06-02-2021
ACC_1868,CID_1168,Fixed Deposit,1958154.37,28-09-2020
ACC_1869,CID_1169,Saving,40031.69,20-08-2025
ACC_1870,CID_1170,Saving,200392.41,30-08-2023
ACC_1871,CID_1170,Current,504752.79,30-08-2023
ACC_1872,CID_1170,Demat,1264724.93,30-08-2023
ACC_1873,CID_1171,Saving,138449.92,24-07-2025
ACC_1874,CID_1172,Saving,23769.72,08-03-2018
ACC_1875,CID_1172,Current,437983.62,08-03-2018
ACC_1876,CID_1172,Demat,1259643.78,08-03-2018
ACC_1877,CID_1173,Recurring Deposit,272292.57,27-12-2018
ACC_1878,CID_1174,Saving,6809.82,23-02-2018
ACC_1879,CID_1174,Current,734434.99,23-02-2018
ACC_1880,CID_1174,Demat,1966911.31,23-02-2018
ACC_1881,CID_1175,Saving,89851.28,11-06-2022
ACC_1882,CID_1175,Current,240482.16,11-06-2022
ACC_1883,CID_1175,Demat,1796328.93,11-06-2022
ACC_1884,CID_1176,Recurring Deposit,363430,03-06-2018
ACC_1885,CID_1177,Saving,13411.34,20-04-2025
ACC_1886,CID_1177,Current,83880.41,20-04-2025
ACC_1887,CID_1177,Demat,291820.21,20-04-2025
ACC_1888,CID_1178,Saving,28177.41,08-09-2024
ACC_1889,CID_1179,Saving,65867.67,14-09-2025
ACC_1890,CID_1180,Saving,90668.63,06-12-2020
ACC_1891,CID_1181,Saving,123013.72,05-01-2022
ACC_1892,CID_1181,Current,22935.01,05-01-2022
ACC_1893,CID_1181,Demat,151784.06,05-01-2022
ACC_1894,CID_1182,Recurring Deposit,188251.93,14-06-2018
ACC_1895,CID_1183,Saving,40695.36,16-05-2025
ACC_1896,CID_1184,Saving,142039.82,20-08-2025
ACC_1897,CID_1185,Fixed Deposit,4968760.49,02-01-2024
ACC_1898,CID_1186,Recurring Deposit,80035.75,17-06-2018
ACC_1899,CID_1187,Saving,134220.57,25-12-2025
ACC_1900,CID_1188,Saving,216785.13,25-01-2022
ACC_1901,CID_1189,Saving,82221.16,03-03-2025
ACC_1902,CID_1190,Saving,32081.77,12-11-2025
ACC_1903,CID_1191,Saving,238330.73,12-01-2023
ACC_1904,CID_1191,Current,349204.83,12-01-2023
ACC_1905,CID_1191,Demat,1105236.74,12-01-2023
ACC_1906,CID_1192,Recurring Deposit,218594.93,18-09-2021
ACC_1907,CID_1193,Saving,171920.84,04-06-2021
ACC_1908,CID_1194,Saving,146120.24,27-12-2020
ACC_1909,CID_1194,Current,766682.42,27-12-2020
ACC_1910,CID_1194,Demat,626612.33,27-12-2020
ACC_1911,CID_1195,Recurring Deposit,212444.92,20-06-2025
ACC_1912,CID_1196,Saving,96069.94,20-07-2020
ACC_1913,CID_1197,Saving,158358.27,22-10-2020
ACC_1914,CID_1198,Saving,222417.7,07-08-2020
ACC_1915,CID_1198,Current,958139.34,07-08-2020
ACC_1916,CID_1198,Demat,509862,07-08-2020
ACC_1917,CID_1199,Fixed Deposit,3229038.87,03-09-2019
ACC_1918,CID_1200,Saving,7970.02,02-10-2018
ACC_1919,CID_1200,Current,180724.33,02-10-2018
ACC_1920,CID_1200,Demat,648748.92,02-10-2018
ACC_1921,CID_1201,Saving,164410.18,13-04-2020
ACC_1922,CID_1202,Saving,2903.43,26-06-2022
ACC_1923,CID_1203,Saving,116611.47,31-03-2024
ACC_1924,CID_1204,Saving,17025.67,25-06-2023
ACC_1925,CID_1204,Current,284330.64,25-06-2023
ACC_1926,CID_1204,Demat,428289.45,25-06-2023
ACC_1927,CID_1205,Saving,152172.14,23-12-2019
ACC_1928,CID_1206,Saving,223219.67,06-07-2025
ACC_1929,CID_1206,Current,422328.39,06-07-2025
ACC_1930,CID_1206,Demat,1513621.4,06-07-2025
ACC_1931,CID_1207,Saving,200779.94,16-10-2022
ACC_1932,CID_1208,Saving,31461.12,27-12-2025
ACC_1933,CID_1209,Saving,59487.27,31-08-2021
ACC_1934,CID_1210,Saving,161094.82,07-09-2022
ACC_1935,CID_1211,Recurring Deposit,66397.97,13-06-2025
ACC_1936,CID_1212,Recurring Deposit,264229.33,03-02-2025
ACC_1937,CID_1213,Saving,24232.39,21-03-2021
ACC_1938,CID_1214,Saving,86783.2,08-06-2022
ACC_1939,CID_1215,Saving,123707.74,27-12-2021
ACC_1940,CID_1216,Saving,174266.01,31-01-2022
ACC_1941,CID_1217,Recurring Deposit,455325.44,14-01-2024
ACC_1942,CID_1218,Saving,7807.4,25-11-2024
ACC_1943,CID_1218,Current,48786.4,25-11-2024
ACC_1944,CID_1218,Demat,25740.07,25-11-2024
ACC_1945,CID_1219,Saving,56972.14,18-12-2021
ACC_1946,CID_1220,Saving,204128.83,13-04-2024
ACC_1947,CID_1221,Recurring Deposit,27193,14-12-2025
ACC_1948,CID_1222,Saving,236812.64,06-01-2020
ACC_1949,CID_1222,Current,75967.13,06-01-2020
ACC_1950,CID_1222,Demat,662011.3,06-01-2020
ACC_1951,CID_1223,Recurring Deposit,462504.35,08-11-2018
ACC_1952,CID_1224,Saving,215542.78,23-05-2020
ACC_1953,CID_1225,Saving,31032.14,25-09-2023
ACC_1954,CID_1226,Saving,119742.74,28-10-2025
ACC_1955,CID_1226,Current,490613.74,28-10-2025
ACC_1956,CID_1226,Demat,564680.49,28-10-2025
ACC_1957,CID_1227,Saving,74410.43,05-02-2018
ACC_1958,CID_1228,Saving,208967.75,28-04-2022
ACC_1959,CID_1228,Current,243133.88,28-04-2022
ACC_1960,CID_1228,Demat,1296032.87,28-04-2022
ACC_1961,CID_1229,Saving,19248.53,07-05-2021
ACC_1962,CID_1229,Current,495111.14,07-05-2021
ACC_1963,CID_1229,Demat,428888.57,07-05-2021
ACC_1964,CID_1230,Saving,122167.57,12-05-2023
ACC_1965,CID_1231,Saving,147835.51,05-04-2023
ACC_1966,CID_1231,Current,528116.99,05-04-2023
ACC_1967,CID_1231,Demat,1717625.37,05-04-2023
ACC_1968,CID_1232,Saving,212027.84,15-03-2020
ACC_1969,CID_1233,Saving,229215.96,01-12-2018
ACC_1970,CID_1234,Recurring Deposit,102307.34,19-06-2024
ACC_1971,CID_1235,Saving,41466.98,11-07-2024
ACC_1972,CID_1236,Saving,25965.06,18-07-2019
ACC_1973,CID_1236,Current,461493.17,18-07-2019
ACC_1974,CID_1236,Demat,218810.91,18-07-2019
ACC_1975,CID_1237,Saving,223577.46,20-02-2025
ACC_1976,CID_1238,Saving,132955.91,11-06-2019
ACC_1977,CID_1239,Recurring Deposit,42949.32,15-02-2021
ACC_1978,CID_1240,Saving,107996.68,25-05-2024
ACC_1979,CID_1241,Saving,24904.27,23-07-2024
ACC_1980,CID_1242,Fixed Deposit,977718.82,02-06-2021
ACC_1981,CID_1243,Saving,132625.91,23-10-2020
ACC_1982,CID_1244,Saving,27741.55,22-03-2023
ACC_1983,CID_1244,Current,50821.58,22-03-2023
ACC_1984,CID_1244,Demat,501643.77,22-03-2023
ACC_1985,CID_1245,Saving,13757.87,13-07-2025
ACC_1986,CID_1246,Saving,60072.4,14-11-2023
ACC_1987,CID_1247,Saving,155245.07,05-02-2025
ACC_1988,CID_1248,Saving,183614.13,29-11-2024
ACC_1989,CID_1249,Saving,43171.77,26-06-2021
ACC_1990,CID_1249,Current,204371.9,26-06-2021
ACC_1991,CID_1249,Demat,1275613.93,26-06-2021
ACC_1992,CID_1250,Saving,46677.17,24-04-2024
ACC_1993,CID_1251,Saving,226713.61,30-07-2021
ACC_1994,CID_1252,Saving,42078.04,24-05-2020
ACC_1995,CID_1253,Recurring Deposit,333349.66,23-09-2024
ACC_1996,CID_1254,Saving,66326.13,27-10-2022
ACC_1997,CID_1255,Saving,190185.06,30-03-2021
ACC_1998,CID_1255,Current,10724.14,30-03-2021
ACC_1999,CID_1255,Demat,707526.57,30-03-2021
ACC_2000,CID_1256,Recurring Deposit,124507.7,19-02-2021
ACC_2001,CID_1257,Saving,4839.01,15-05-2023
ACC_2002,CID_1257,Current,680366.21,15-05-2023
ACC_2003,CID_1257,Demat,584863.85,15-05-2023
ACC_2004,CID_1258,Saving,37072.45,11-09-2023
ACC_2005,CID_1259,Saving,201071.21,23-04-2019
ACC_2006,CID_1260,Saving,183836.34,28-04-2025
ACC_2007,CID_1260,Current,989803.33,28-04-2025
ACC_2008,CID_1260,Demat,518392.33,28-04-2025
ACC_2009,CID_1261,Recurring Deposit,414046.99,12-03-2018
ACC_2010,CID_1262,Saving,222897.42,12-06-2018
ACC_2011,CID_1262,Current,774751.77,12-06-2018
ACC_2012,CID_1262,Demat,1714627.54,12-06-2018
ACC_2013,CID_1263,Saving,130067.57,13-08-2022
ACC_2014,CID_1264,Fixed Deposit,4282764.97,31-05-2025
ACC_2015,CID_1265,Recurring Deposit,122939.53,24-03-2018
ACC_2016,CID_1266,Recurring Deposit,97727.21,10-10-2023
ACC_2017,CID_1267,Recurring Deposit,438694.87,12-09-2024
ACC_2018,CID_1268,Saving,228141.42,21-07-2025
ACC_2019,CID_1268,Current,987344.33,21-07-2025
ACC_2020,CID_1268,Demat,1752805.22,21-07-2025
ACC_2021,CID_1269,Saving,169927.06,02-06-2025
ACC_2022,CID_1269,Current,888106.91,02-06-2025
ACC_2023,CID_1269,Demat,785097.32,02-06-2025
ACC_2024,CID_1270,Saving,145089.45,18-08-2020
ACC_2025,CID_1271,Saving,114029.4,26-01-2024
ACC_2026,CID_1272,Recurring Deposit,249964.58,14-01-2022
ACC_2027,CID_1273,Saving,241684.53,10-02-2022
ACC_2028,CID_1274,Saving,121962.79,18-11-2021
ACC_2029,CID_1275,Saving,113737.62,24-07-2022
ACC_2030,CID_1276,Saving,13771.72,08-07-2023
ACC_2031,CID_1277,Saving,208610.46,17-09-2020
ACC_2032,CID_1278,Saving,87879.45,22-09-2024
ACC_2033,CID_1279,Recurring Deposit,280813.81,06-01-2023
ACC_2034,CID_1280,Saving,248980.61,07-04-2023
ACC_2035,CID_1281,Saving,229605.83,04-07-2020
ACC_2036,CID_1281,Current,291511.22,04-07-2020
ACC_2037,CID_1281,Demat,69112.7,04-07-2020
ACC_2038,CID_1282,Saving,96867.09,17-03-2023
ACC_2039,CID_1283,Saving,75854.65,11-01-2025
ACC_2040,CID_1284,Saving,219045.14,13-09-2022
ACC_2041,CID_1285,Saving,192031.26,09-01-2023
ACC_2042,CID_1285,Current,250770.42,09-01-2023
ACC_2043,CID_1285,Demat,835543.05,09-01-2023
ACC_2044,CID_1286,Saving,21856.68,03-10-2024
ACC_2045,CID_1286,Current,567098.42,03-10-2024
ACC_2046,CID_1286,Demat,1258496.06,03-10-2024
ACC_2047,CID_1287,Fixed Deposit,4170923.21,26-11-2024
ACC_2048,CID_1288,Saving,110754.38,10-03-2024
ACC_2049,CID_1289,Saving,89710.97,20-12-2025
ACC_2050,CID_1290,Saving,105416.16,22-04-2025
ACC_2051,CID_1290,Current,410848.37,22-04-2025
ACC_2052,CID_1290,Demat,60207.51,22-04-2025
ACC_2053,CID_1291,Saving,189086.19,05-09-2023
ACC_2054,CID_1292,Saving,61040.09,24-08-2022
ACC_2055,CID_1292,Current,512694.59,24-08-2022
ACC_2056,CID_1292,Demat,258913.35,24-08-2022
ACC_2057,CID_1293,Saving,73689.13,16-11-2025
ACC_2058,CID_1293,Current,755579.84,16-11-2025
ACC_2059,CID_1293,Demat,788355.35,16-11-2025
ACC_2060,CID_1294,Saving,115970.55,01-12-2022
ACC_2061,CID_1294,Current,763232.52,01-12-2022
ACC_2062,CID_1294,Demat,1038426.52,01-12-2022
ACC_2063,CID_1295,Saving,67908.62,14-07-2020
ACC_2064,CID_1296,Recurring Deposit,411148.13,19-10-2022
ACC_2065,CID_1297,Saving,15685.76,01-12-2025
ACC_2066,CID_1298,Saving,184971.17,18-01-2024
ACC_2067,CID_1298,Current,53967.25,18-01-2024
ACC_2068,CID_1298,Demat,414103.58,18-01-2024
ACC_2069,CID_1299,Recurring Deposit,69064.97,31-07-2023
ACC_2070,CID_1300,Recurring Deposit,359851.88,08-03-2024
ACC_2071,CID_1301,Saving,172099.79,28-09-2025
ACC_2072,CID_1302,Saving,38679.01,11-02-2019
ACC_2073,CID_1303,Saving,62177.92,18-07-2024
ACC_2074,CID_1304,Saving,208265.25,23-09-2019
ACC_2075,CID_1305,Saving,231548.09,18-10-2019
ACC_2076,CID_1305,Current,300623.83,18-10-2019
ACC_2077,CID_1305,Demat,970020.46,18-10-2019
ACC_2078,CID_1306,Saving,212008.21,18-11-2023
ACC_2079,CID_1306,Current,261011.25,18-11-2023
ACC_2080,CID_1306,Demat,1227456.31,18-11-2023
ACC_2081,CID_1307,Saving,36988.47,04-03-2020
ACC_2082,CID_1308,Saving,204728.25,29-03-2023
ACC_2083,CID_1309,Recurring Deposit,350114.7,04-06-2020
ACC_2084,CID_1310,Saving,167050.11,21-02-2018
ACC_2085,CID_1311,Recurring Deposit,196203.42,27-05-2025
ACC_2086,CID_1312,Saving,203466.65,10-03-2021
ACC_2087,CID_1313,Saving,141270.17,21-02-2021
ACC_2088,CID_1314,Saving,9003.84,09-03-2019
ACC_2089,CID_1314,Current,650771.9,09-03-2019
ACC_2090,CID_1314,Demat,1316096.93,09-03-2019
ACC_2091,CID_1315,Fixed Deposit,4814354.66,15-05-2025
ACC_2092,CID_1316,Saving,39999.47,09-06-2019
ACC_2093,CID_1317,Saving,176703.04,01-08-2022
ACC_2094,CID_1318,Saving,38274.98,05-08-2025
ACC_2095,CID_1319,Saving,115140.7,25-10-2024
ACC_2096,CID_1319,Current,858805.24,25-10-2024
ACC_2097,CID_1319,Demat,284378.4,25-10-2024
ACC_2098,CID_1320,Saving,98785.22,18-09-2025
ACC_2099,CID_1320,Current,916243.86,18-09-2025
ACC_2100,CID_1320,Demat,1292042.34,18-09-2025
ACC_2101,CID_1321,Saving,164913.47,14-08-2025
ACC_2102,CID_1321,Current,576462.92,14-08-2025
ACC_2103,CID_1321,Demat,1855187.43,14-08-2025
ACC_2104,CID_1322,Saving,81357.11,14-01-2021
ACC_2105,CID_1323,Recurring Deposit,202483.15,05-07-2023
ACC_2106,CID_1324,Saving,58310.23,21-11-2021
ACC_2107,CID_1325,Saving,81253.02,30-12-2022
ACC_2108,CID_1326,Recurring Deposit,87824.98,22-04-2022
ACC_2109,CID_1327,Saving,153169.95,09-09-2025
ACC_2110,CID_1328,Saving,110661.35,12-09-2024
ACC_2111,CID_1329,Recurring Deposit,461851.87,28-07-2023
ACC_2112,CID_1330,Saving,33737.55,15-08-2021
ACC_2113,CID_1331,Saving,63497.49,21-07-2020
ACC_2114,CID_1332,Saving,56761.39,12-12-2025
ACC_2115,CID_1332,Current,742411.75,12-12-2025
ACC_2116,CID_1332,Demat,870955.7,12-12-2025
ACC_2117,CID_1333,Saving,145735.93,23-10-2018
ACC_2118,CID_1333,Current,629486.55,23-10-2018
ACC_2119,CID_1333,Demat,1338973.21,23-10-2018
ACC_2120,CID_1334,Saving,1806.45,03-03-2023
ACC_2121,CID_1335,Saving,216190.54,25-05-2024
ACC_2122,CID_1335,Current,341370.6,25-05-2024
ACC_2123,CID_1335,Demat,1366310.61,25-05-2024
ACC_2124,CID_1336,Saving,52264.96,07-07-2018
ACC_2125,CID_1337,Saving,224989.06,17-11-2025
ACC_2126,CID_1338,Saving,94341.5,15-05-2019
ACC_2127,CID_1339,Saving,32234.5,28-08-2019
ACC_2128,CID_1340,Saving,29922.91,15-09-2018
ACC_2129,CID_1340,Current,231342.93,15-09-2018
ACC_2130,CID_1340,Demat,1204971.72,15-09-2018
ACC_2131,CID_1341,Recurring Deposit,145658.34,10-09-2021
ACC_2132,CID_1342,Saving,218174.41,21-09-2023
ACC_2133,CID_1343,Saving,60728.9,24-11-2020
ACC_2134,CID_1344,Saving,154851.91,19-10-2020
ACC_2135,CID_1345,Saving,28163.18,01-01-2025
ACC_2136,CID_1345,Current,471507.73,01-01-2025
ACC_2137,CID_1345,Demat,1835195.72,01-01-2025
ACC_2138,CID_1346,Saving,105640.72,11-11-2021
ACC_2139,CID_1347,Recurring Deposit,70505.03,01-12-2024
ACC_2140,CID_1348,Fixed Deposit,4562474.5,23-09-2025
ACC_2141,CID_1349,Saving,18691.52,19-01-2023
ACC_2142,CID_1350,Fixed Deposit,4039362.6,15-10-2022
ACC_2143,CID_1351,Saving,149737.83,30-04-2025
ACC_2144,CID_1351,Current,612820.22,30-04-2025
ACC_2145,CID_1351,Demat,165784.01,30-04-2025
ACC_2146,CID_1352,Saving,10914.37,29-10-2025
ACC_2147,CID_1353,Saving,56698.64,24-09-2023
ACC_2148,CID_1354,Saving,212533.46,30-05-2023
ACC_2149,CID_1355,Saving,14311.46,20-11-2025
ACC_2150,CID_1355,Current,773839.63,20-11-2025
ACC_2151,CID_1355,Demat,1623669.52,20-11-2025
ACC_2152,CID_1356,Saving,171056.97,18-04-2024
ACC_2153,CID_1357,Saving,13509.03,05-12-2021
ACC_2154,CID_1357,Current,765915.83,05-12-2021
ACC_2155,CID_1357,Demat,1392403.86,05-12-2021
ACC_2156,CID_1358,Recurring Deposit,58676.02,03-05-2018
ACC_2157,CID_1359,Saving,92243.31,07-04-2025
ACC_2158,CID_1359,Current,194451.98,07-04-2025
ACC_2159,CID_1359,Demat,875867.04,07-04-2025
ACC_2160,CID_1360,Saving,23451.71,10-05-2023
ACC_2161,CID_1361,Saving,186995.18,30-08-2024
ACC_2162,CID_1362,Fixed Deposit,84343.81,30-10-2019
ACC_2163,CID_1363,Saving,14635.32,19-02-2021
ACC_2164,CID_1363,Current,439117.33,19-02-2021
ACC_2165,CID_1363,Demat,568778.98,19-02-2021
ACC_2166,CID_1364,Saving,61438.96,12-06-2021
ACC_2167,CID_1365,Saving,164566.91,14-07-2021
ACC_2168,CID_1366,Saving,136139.73,21-01-2019
ACC_2169,CID_1367,Saving,203449.5,14-05-2025
ACC_2170,CID_1367,Current,897742.54,14-05-2025
ACC_2171,CID_1367,Demat,1718226.51,14-05-2025
ACC_2172,CID_1368,Saving,138075.76,12-02-2026
ACC_2173,CID_1369,Saving,223298.13,13-11-2025
ACC_2174,CID_1369,Current,319540.09,13-11-2025
ACC_2175,CID_1369,Demat,1085131.25,13-11-2025
ACC_2176,CID_1370,Saving,225156.13,23-04-2021
ACC_2177,CID_1371,Saving,20072.3,27-10-2023
ACC_2178,CID_1371,Current,912137.16,27-10-2023
ACC_2179,CID_1371,Demat,1683643.58,27-10-2023
ACC_2180,CID_1372,Saving,185606.21,30-07-2025
ACC_2181,CID_1372,Current,211558.86,30-07-2025
ACC_2182,CID_1372,Demat,747918.02,30-07-2025
ACC_2183,CID_1373,Saving,162652.07,06-04-2020
ACC_2184,CID_1374,Saving,124977.42,15-01-2019
ACC_2185,CID_1374,Current,34722.43,15-01-2019
ACC_2186,CID_1374,Demat,559544.82,15-01-2019
ACC_2187,CID_1375,Fixed Deposit,308003.01,22-07-2023
ACC_2188,CID_1376,Saving,95955.75,02-03-2018
ACC_2189,CID_1377,Saving,46514.49,06-05-2025
ACC_2190,CID_1378,Recurring Deposit,16621.74,04-09-2022
ACC_2191,CID_1379,Saving,223345.76,31-05-2025
ACC_2192,CID_1380,Recurring Deposit,171131.25,27-08-2018
ACC_2193,CID_1381,Saving,182441.92,02-06-2024
ACC_2194,CID_1382,Saving,97333.59,03-07-2024
ACC_2195,CID_1382,Current,721575.73,03-07-2024
ACC_2196,CID_1382,Demat,1357549.2,03-07-2024
ACC_2197,CID_1383,Recurring Deposit,284583.22,23-04-2019
ACC_2198,CID_1384,Fixed Deposit,2341989.04,29-04-2025
ACC_2199,CID_1385,Saving,4288.26,11-05-2025
ACC_2200,CID_1385,Current,799789.33,11-05-2025
ACC_2201,CID_1385,Demat,1902179.63,11-05-2025
ACC_2202,CID_1386,Saving,84714.32,25-11-2023
ACC_2203,CID_1387,Saving,68930.34,24-03-2021
ACC_2204,CID_1387,Current,269478.6,24-03-2021
ACC_2205,CID_1387,Demat,504773.99,24-03-2021
ACC_2206,CID_1388,Saving,142326.05,29-11-2020
ACC_2207,CID_1389,Saving,115949.71,19-03-2024
ACC_2208,CID_1390,Saving,90001.55,13-12-2020
ACC_2209,CID_1391,Saving,145102.8,17-08-2018
ACC_2210,CID_1392,Saving,152776.97,13-02-2025
ACC_2211,CID_1392,Current,314712.51,13-02-2025
ACC_2212,CID_1392,Demat,132766.76,13-02-2025
ACC_2213,CID_1393,Saving,196790.56,07-03-2022
ACC_2214,CID_1393,Current,260281.26,07-03-2022
ACC_2215,CID_1393,Demat,992383.21,07-03-2022
ACC_2216,CID_1394,Saving,154678.35,04-02-2018
ACC_2217,CID_1395,Saving,163822.91,28-10-2021
ACC_2218,CID_1396,Recurring Deposit,290365.47,10-11-2023
ACC_2219,CID_1397,Saving,57374.13,28-05-2024
ACC_2220,CID_1397,Current,951752.09,28-05-2024
ACC_2221,CID_1397,Demat,1983982.42,28-05-2024
ACC_2222,CID_1398,Saving,211310.26,20-03-2020
ACC_2223,CID_1398,Current,849557.92,20-03-2020
ACC_2224,CID_1398,Demat,1083180.5,20-03-2020
ACC_2225,CID_1399,Saving,87757.55,21-03-2024
ACC_2226,CID_1400,Saving,28739.05,15-11-2020
ACC_2227,CID_1401,Saving,81784.37,06-09-2025
ACC_2228,CID_1401,Current,371988,06-09-2025
ACC_2229,CID_1401,Demat,1646272.42,06-09-2025
ACC_2230,CID_1402,Saving,71129.56,24-10-2024
ACC_2231,CID_1403,Saving,197147.03,18-01-2025
ACC_2232,CID_1404,Saving,117935.92,16-02-2025
ACC_2233,CID_1405,Saving,11630.34,12-03-2018
ACC_2234,CID_1406,Saving,27004.91,29-09-2020
ACC_2235,CID_1406,Current,212268.17,29-09-2020
ACC_2236,CID_1406,Demat,629646,29-09-2020
ACC_2237,CID_1407,Saving,54109.75,20-09-2021
ACC_2238,CID_1408,Saving,181701.81,25-03-2024
ACC_2239,CID_1408,Current,381708.57,25-03-2024
ACC_2240,CID_1408,Demat,1995652.6,25-03-2024
ACC_2241,CID_1409,Saving,248083.7,25-12-2025
ACC_2242,CID_1409,Current,565836.98,25-12-2025
ACC_2243,CID_1409,Demat,1995636.87,25-12-2025
ACC_2244,CID_1410,Saving,104810.99,27-11-2023
ACC_2245,CID_1410,Current,733312.62,27-11-2023
ACC_2246,CID_1410,Demat,1695952.18,27-11-2023
ACC_2247,CID_1411,Saving,118346.13,16-09-2025
ACC_2248,CID_1411,Current,524923.62,16-09-2025
ACC_2249,CID_1411,Demat,884829.74,16-09-2025
ACC_2250,CID_1412,Saving,227811.85,16-07-2024
ACC_2251,CID_1413,Recurring Deposit,181620.51,03-12-2022
ACC_2252,CID_1414,Fixed Deposit,3468434.93,17-09-2024
ACC_2253,CID_1415,Saving,140334.05,21-07-2022
ACC_2254,CID_1416,Saving,121296.55,09-01-2023
ACC_2255,CID_1417,Saving,142550.89,21-08-2022
