payment_id,loan_id,payment_amount,payment_date
1268,LON_1393,"20,562.59",2024-01-03
1269,LON_1395,"43,351.89",2019-07-28
1270,LON_1395,"43,351.89",2019-08-26
1271,LON_1395,"43,351.89",2019-09-27
1272,LON_1396,"26,919.26",2019-02-27
1273,LON_1396,"26,647.23",2019-03-26
1274,LON_1396,"26,647.23",2019-04-24
1275,LON_1396,"26,647.23",2019-05-22
1276,LON_1397,"15,273.97",2021-08-12
1277,LON_1397,"15,273.97",2021-09-13
1278,LON_1397,"15,273.97",2021-10-14
1279,LON_1397,"15,273.97",2021-11-15
1280,LON_1398,"1,14,970.26",2019-10-26
1281,LON_1398,"1,14,970.26",2019-11-27
1282,LON_1399,"38,850.42",2026-02-02
1283,LON_1399,"39,260.60",2026-03-03
1284,LON_1399,"39,260.60",2026-04-03
1285,LON_1399,"39,260.60",2026-05-04
1286,LON_1399,"39,260.60",2026-06-01
1287,LON_140,"48,909.23",2023-08-27
1288,LON_1400,"14,003.18",2022-12-06
1289,LON_1400,"14,003.18",2023-01-03
1290,LON_1400,"14,003.18",2023-02-01
1291,LON_1400,"14,003.18",2023-02-28
1292,LON_1402,"15,726.88",2019-10-12
1293,LON_1402,"15,726.88",2019-11-09
1294,LON_1402,"15,726.88",2019-12-08
1295,LON_1402,"15,726.88",2020-01-06
1296,LON_1403,"16,951.57",2020-07-15
1297,LON_1403,"16,951.57",2020-08-16
1298,LON_1403,"16,951.57",2020-09-15
1299,LON_1403,"16,951.57",2020-10-15
1300,LON_1404,"26,568.53",2019-10-23
1301,LON_1404,"26,007.78",2019-11-22
1302,LON_1404,"26,568.53",2019-12-25
1303,LON_1406,"62,801.82",2026-02-05
1304,LON_1406,"62,801.82",2026-03-06
1305,LON_1406,"62,801.82",2026-04-04
1306,LON_1406,"62,801.82",2026-05-01
1307,LON_1408,"62,209.83",2024-11-07
1308,LON_1408,"62,209.83",2024-12-07
1309,LON_1408,"61,947.82",2025-01-08
1310,LON_141,"14,222.95",2024-08-19
1311,LON_141,"14,222.95",2024-09-18
1312,LON_141,"14,222.95",2024-10-18
1313,LON_141,"13,937.87",2024-11-17
1314,LON_1410,"9,695.57",2024-07-05
1315,LON_1410,"9,695.57",2024-08-06
1316,LON_1411,"15,996.14",2022-07-19
1317,LON_1411,"15,844.42",2022-08-20
1318,LON_1411,"15,844.42",2022-09-19
1319,LON_1411,"15,844.42",2022-10-20
1320,LON_1412,"49,126.04",2025-03-13
1321,LON_1412,"49,126.04",2025-04-08
1322,LON_1412,"49,126.04",2025-05-08
1323,LON_1412,"49,126.04",2025-06-05
1324,LON_1413,"21,284.13",2019-02-18
1325,LON_1413,"21,284.13",2019-03-20
1326,LON_1413,"21,284.13",2019-04-19
1327,LON_1415,"32,748.71",2021-05-05
1328,LON_1415,"32,748.71",2021-06-02
1329,LON_1415,"32,748.71",2021-07-01
1330,LON_1415,"32,748.71",2021-07-27
1331,LON_1416,"13,395.01",2024-04-15
1332,LON_1416,"13,522.40",2024-05-13
1333,LON_1416,"13,522.40",2024-06-09
1334,LON_1417,"28,212.56",2023-10-05
1335,LON_1417,"28,212.56",2023-11-01
1336,LON_1417,"28,212.56",2023-11-29
1337,LON_1419,"27,117.01",2021-06-19
1338,LON_1419,"26,789.38",2021-07-16
1339,LON_1419,"26,603.44",2021-08-13
1340,LON_142,"84,588.02",2024-03-21
1341,LON_142,"84,588.02",2024-04-21
1342,LON_142,"84,588.02",2024-05-23
1343,LON_1420,"66,181.26",2023-04-22
1344,LON_1420,"66,181.26",2023-05-19
1345,LON_1420,"66,181.26",2023-06-18
1346,LON_1422,"16,428.90",2026-02-23
1347,LON_1422,"16,428.90",2026-03-24
1348,LON_1422,"16,428.90",2026-04-19
1349,LON_1424,"19,933.96",2021-04-07
1350,LON_1424,"19,933.96",2021-06-06
1351,LON_1424,"19,933.96",2021-08-07
1352,LON_1424,"19,933.96",2021-10-05
1353,LON_1425,"36,153.26",2020-08-19
1354,LON_1425,"36,153.26",2020-09-19
1355,LON_1429,"17,071.75",2026-03-22
1356,LON_1429,"17,071.75",2026-04-23
1357,LON_143,"10,042.40",2024-11-08
1358,LON_143,"10,042.40",2024-12-09
1359,LON_143,"10,042.40",2025-01-06
1360,LON_143,"10,042.40",2025-02-06
1361,LON_143,"10,051.47",2025-03-08
1362,LON_143,"10,042.40",2025-04-08
1363,LON_1431,"26,101.91",2020-07-14
1364,LON_1431,"26,101.91",2020-08-11
1365,LON_1431,"25,517.59",2020-09-10
1366,LON_1431,"26,101.91",2020-10-08
1367,LON_1432,"1,02,214.59",2024-05-13
1368,LON_1432,"1,02,214.59",2024-06-09
1369,LON_1433,"24,990.76",2024-10-30
1370,LON_1433,"24,990.76",2024-12-02
1371,LON_1433,"24,990.76",2025-01-01
1372,LON_1433,"24,990.76",2025-01-31
1373,LON_1433,"24,990.76",2025-03-04
1374,LON_1434,"35,795.59",2024-12-12
1375,LON_1434,"35,795.59",2025-01-09
1376,LON_1434,"35,795.59",2025-02-10
1377,LON_1434,"35,795.59",2025-03-11
1378,LON_1434,"35,795.59",2025-04-11
1379,LON_1435,"1,45,079.06",2026-03-15
1380,LON_1438,"10,091.68",2024-12-08
1381,LON_1438,"10,091.68",2025-01-05
1382,LON_1438,"10,091.68",2025-02-04
1383,LON_1439,"41,391.51",2023-11-08
1384,LON_1439,"41,391.51",2023-12-09
1385,LON_1439,"41,391.51",2024-01-10
1386,LON_1440,"17,382.55",2022-02-09
1387,LON_1440,"17,287.11",2022-03-12
1388,LON_1441,"5,968.66",2023-02-18
1389,LON_1441,"5,968.66",2023-03-20
1390,LON_1441,"5,968.66",2023-04-21
1391,LON_1441,"5,968.66",2023-05-19
1392,LON_1441,"5,968.66",2023-06-20
1393,LON_1442,"73,452.34",2022-03-02
1394,LON_1442,"73,452.34",2022-03-30
1395,LON_1442,"73,452.34",2022-04-30
1396,LON_1442,"73,452.34",2022-05-31
1397,LON_1444,"27,390.13",2022-02-21
1398,LON_1444,"27,390.13",2022-04-21
1399,LON_1444,"27,390.13",2022-06-19
1400,LON_1446,"30,301.07",2023-08-10
1401,LON_1446,"30,301.07",2023-09-10
1402,LON_1446,"30,385.55",2023-10-09
1403,LON_1448,"38,782.64",2024-05-30
1404,LON_1448,"39,148.92",2024-06-28
1405,LON_1448,"39,148.92",2024-07-30
1406,LON_1449,"23,914.83",2024-04-06
1407,LON_1449,"23,620.13",2024-05-08
1408,LON_1449,"23,914.83",2024-06-05
1409,LON_1449,"23,914.83",2024-07-05
1410,LON_1449,"23,910.51",2024-08-04
1411,LON_145,"40,362.17",2021-05-03
1412,LON_1450,"4,847.78",2023-10-21
1413,LON_1450,"4,847.78",2023-11-22
1414,LON_1450,"4,924.53",2023-12-22
1415,LON_1450,"4,847.78",2024-01-20
1416,LON_1450,"4,847.78",2024-02-19
1417,LON_1451,"31,373.20",2025-07-25
1418,LON_1451,"31,373.20",2025-08-22
1419,LON_1451,"31,373.20",2025-09-17
1420,LON_1451,"31,373.20",2025-10-17
1421,LON_1451,"31,373.20",2025-11-12
1422,LON_1451,"31,373.20",2025-12-10
1423,LON_1452,"19,359.02",2023-01-24
1424,LON_1452,"19,359.02",2023-02-21
1425,LON_1453,"22,824.45",2025-02-01
1426,LON_1453,"22,824.45",2025-03-04
1427,LON_1453,"22,168.59",2025-04-03
1428,LON_1454,"25,071.22",2020-08-30
1429,LON_1454,"25,071.22",2020-09-29
1430,LON_1454,"25,071.22",2020-10-30
1431,LON_1456,"7,801.56",2021-03-25
1432,LON_1456,"7,801.56",2021-04-21
1433,LON_1456,"7,801.56",2021-05-19
1434,LON_1457,"30,301.07",2022-07-11
1435,LON_1457,"30,301.07",2022-08-12
1436,LON_1458,"6,968.15",2025-10-25
1437,LON_1458,"6,968.15",2025-11-26
1438,LON_1458,"6,968.15",2025-12-25
1439,LON_1460,"17,293.01",2023-03-27
1440,LON_1460,"17,293.01",2023-04-26
1441,LON_1460,"17,293.01",2023-05-29
1442,LON_1460,"17,630.08",2023-06-28
1443,LON_1461,"6,105.05",2020-11-10
1444,LON_1461,"6,105.05",2020-12-06
1445,LON_1462,"31,624.07",2021-05-27
1446,LON_1462,"31,403.39",2021-06-27
1447,LON_1463,"22,304.17",2024-05-20
1448,LON_1463,"22,466.56",2024-06-20
1449,LON_1463,"22,466.56",2024-07-22
1450,LON_1463,"23,048.12",2024-08-22
1451,LON_1463,"22,466.56",2024-09-21
1452,LON_1465,"32,415.10",2023-07-24
1453,LON_1465,"32,415.10",2023-08-21
1454,LON_1465,"32,415.10",2023-09-22
1455,LON_1465,"32,686.56",2023-10-22
1456,LON_1465,"32,415.10",2023-11-21
1457,LON_1466,"25,035.73",2024-03-30
1458,LON_1466,"25,035.73",2024-04-29
1459,LON_1466,"25,035.73",2024-05-31
1460,LON_1466,"25,035.73",2024-06-28
1461,LON_1466,"24,570.04",2024-07-28
1462,LON_1468,"29,038.53",2021-11-18
1463,LON_1468,"29,038.53",2021-12-20
1464,LON_147,"76,898.05",2020-10-31
1465,LON_147,"76,898.05",2020-11-29
1466,LON_147,"76,898.05",2020-12-30
1467,LON_147,"76,898.05",2021-02-01
1468,LON_1471,"32,719.30",2021-06-28
1469,LON_1471,"32,719.30",2021-07-29
1470,LON_1471,"32,719.30",2021-08-29
1471,LON_1471,"32,719.30",2021-09-27
1472,LON_1473,"35,761.92",2021-11-20
1473,LON_1473,"35,915.12",2021-12-20
1474,LON_1473,"36,686.66",2022-01-21
1475,LON_1473,"35,761.92",2022-02-21
1476,LON_1474,"4,248.62",2024-03-26
1477,LON_1474,"4,248.62",2024-04-25
1478,LON_1474,"4,248.62",2024-05-25
1479,LON_1475,"57,666.67",2019-03-03
1480,LON_1475,"57,666.67",2019-04-05
1481,LON_1475,"57,666.67",2019-05-04
1482,LON_1476,"12,015.94",2024-04-19
1483,LON_1477,"3,588.81",2023-12-31
1484,LON_1477,"3,680.16",2024-01-31
1485,LON_1477,"3,588.81",2024-03-02
1486,LON_1478,"38,925.21",2019-04-22
1487,LON_1478,"38,925.21",2019-05-19
1488,LON_1479,"16,855.22",2019-12-23
1489,LON_1479,"17,043.83",2020-01-21
1490,LON_148,"2,871.92",2020-05-10
1491,LON_148,"2,817.40",2020-06-08
1492,LON_148,"2,817.40",2020-07-08
1493,LON_148,"2,817.40",2020-08-09
1494,LON_1480,"13,665.19",2019-06-18
1495,LON_1484,"44,096.00",2021-03-18
1496,LON_1484,"44,096.00",2021-04-16
1497,LON_1485,"41,350.07",2020-12-23
1498,LON_1485,"42,398.70",2021-01-20
1499,LON_1485,"42,398.70",2021-02-17
1500,LON_1488,"7,106.73",2022-08-30
1501,LON_1488,"7,106.73",2022-09-29
1502,LON_1488,"7,106.73",2022-10-30
1503,LON_1488,"7,106.73",2022-12-01
1504,LON_1488,"7,106.73",2022-12-31
1505,LON_1489,"24,228.91",2022-03-20
1506,LON_1489,"24,228.91",2022-04-18
1507,LON_1490,"14,828.18",2025-10-06
1508,LON_1490,"14,828.18",2025-11-06
1509,LON_1490,"14,828.18",2025-12-07
1510,LON_1490,"14,828.18",2026-01-06
1511,LON_1493,"18,734.27",2024-06-26
1512,LON_1493,"18,734.27",2024-07-25
1513,LON_1493,"18,734.27",2024-08-22
1514,LON_1494,"2,423.73",2024-11-10
1515,LON_1494,"2,423.73",2024-12-11
1516,LON_1494,"2,423.73",2025-01-11
1517,LON_1494,"2,423.73",2025-02-09
1518,LON_1494,"2,423.73",2025-03-12
1519,LON_1495,"58,027.94",2025-12-27
1520,LON_1495,"58,027.94",2026-01-29
1521,LON_1496,"21,379.74",2019-12-20
1522,LON_1496,"21,379.74",2020-01-21
1523,LON_1496,"21,379.74",2020-02-21
1524,LON_1496,"21,379.74",2020-03-24
1525,LON_1499,"17,869.86",2023-09-18
1526,LON_1500,"12,015.94",2021-10-10
1527,LON_1500,"12,015.94",2021-11-09
1528,LON_1502,"22,731.18",2024-07-25
1529,LON_1502,"22,731.18",2024-08-21
1530,LON_1502,"22,731.18",2024-09-19
1531,LON_1502,"22,731.18",2024-10-16
1532,LON_1505,"17,129.43",2021-04-05
1533,LON_1505,"17,129.43",2021-05-06
1534,LON_1505,"17,129.43",2021-06-05
1535,LON_1508,"17,686.65",2023-12-09
1536,LON_1508,"17,686.65",2024-01-07
1537,LON_1508,"17,686.65",2024-02-04
1538,LON_1509,"20,803.72",2023-11-06
1539,LON_1509,"20,803.72",2023-12-06
1540,LON_1509,"20,803.72",2024-01-05
1541,LON_1509,"21,210.33",2024-02-05
1542,LON_151,"9,470.90",2020-08-14
1543,LON_151,"9,470.90",2020-09-14
1544,LON_151,"9,470.90",2020-10-14
1545,LON_151,"9,470.90",2020-11-12
1546,LON_151,"9,470.90",2020-12-12
1547,LON_1510,"1,08,251.44",2025-04-30
1548,LON_1510,"1,09,149.02",2025-05-29
1549,LON_1510,"1,09,149.02",2025-07-01
1550,LON_1510,"1,09,149.02",2025-07-31
1551,LON_1511,"12,611.97",2025-05-11
1552,LON_1511,"12,889.61",2025-06-08
1553,LON_1512,"15,233.99",2021-03-24
1554,LON_1512,"15,233.99",2021-04-24
1555,LON_1514,"97,159.92",2025-09-13
1556,LON_1514,"97,159.92",2025-10-11
1557,LON_1514,"97,159.92",2025-11-10
1558,LON_1515,"64,677.24",2025-06-17
1559,LON_1515,"64,677.24",2025-07-15
1560,LON_1515,"64,677.24",2025-08-12
1561,LON_1515,"64,677.24",2025-09-10
1562,LON_1516,"32,041.66",2023-01-01
1563,LON_1516,"32,041.66",2023-02-01
1564,LON_1516,"32,041.66",2023-03-04
1565,LON_1516,"32,041.66",2023-04-06
1566,LON_1516,"32,041.66",2023-05-07
1567,LON_1517,"46,640.33",2023-05-20
1568,LON_1517,"46,279.72",2023-06-19
1569,LON_1519,"54,761.98",2020-09-25
1570,LON_1519,"54,761.98",2020-10-27
1571,LON_1519,"54,761.98",2020-11-26
1572,LON_152,"59,569.29",2024-10-02
1573,LON_152,"59,569.29",2024-11-02
1574,LON_1521,"5,443.03",2025-08-24
1575,LON_1521,"5,487.86",2025-09-24
1576,LON_1521,"5,487.86",2025-10-24
1577,LON_1522,"72,689.31",2023-11-20
1578,LON_1522,"72,689.31",2023-12-20
1579,LON_1522,"70,736.87",2024-01-21
1580,LON_1523,"30,011.89",2023-05-24
1581,LON_1523,"30,011.89",2023-06-23
1582,LON_1523,"30,011.89",2023-07-23
1583,LON_1523,"30,011.89",2023-08-23
1584,LON_1524,"12,445.08",2020-01-27
1585,LON_1525,"22,481.44",2022-02-04
1586,LON_1525,"22,481.44",2022-03-08
1587,LON_1525,"22,481.44",2022-04-06
1588,LON_1525,"22,481.44",2022-05-09
1589,LON_1527,"10,805.01",2022-04-28
1590,LON_1527,"10,805.01",2022-05-25
1591,LON_1527,"10,805.01",2022-06-23
1592,LON_1528,"15,499.31",2024-07-31
1593,LON_1528,"15,499.31",2024-08-31
1594,LON_1528,"15,499.31",2024-09-29
1595,LON_1528,"15,326.76",2024-11-01
1596,LON_1528,"15,499.31",2024-12-02
1597,LON_1529,"53,668.05",2021-02-24
1598,LON_153,"3,837.12",2025-08-10
1599,LON_153,"3,837.12",2025-09-09
1600,LON_153,"3,837.12",2025-10-08
1601,LON_153,"3,837.12",2025-11-08
1602,LON_1530,"47,390.74",2023-09-09
1603,LON_1530,"47,390.74",2023-10-10
1604,LON_1531,"73,907.46",2019-12-31
1605,LON_1531,"73,907.46",2020-01-31
1606,LON_1533,"33,633.30",2022-01-27
1607,LON_1533,"33,633.30",2022-02-27
1608,LON_1533,"33,633.30",2022-03-29
1609,LON_1533,"33,633.30",2022-04-28
1610,LON_1534,"37,446.73",2024-11-26
1611,LON_1534,"37,446.73",2025-01-27
1612,LON_1535,"23,538.02",2024-07-29
1613,LON_1535,"23,538.02",2024-08-26
1614,LON_1535,"23,538.02",2024-09-21
1615,LON_1536,"14,998.88",2022-12-12
1616,LON_1537,"11,913.24",2025-12-18
1617,LON_1537,"11,913.24",2026-01-18
1618,LON_1537,"11,913.24",2026-02-16
1619,LON_1537,"11,913.24",2026-03-18
1620,LON_1538,"59,506.27",2023-08-04
1621,LON_1538,"59,506.27",2023-09-06
1622,LON_1538,"59,506.27",2023-10-07
1623,LON_1539,"36,910.73",2021-11-18
1624,LON_1539,"36,910.73",2021-12-16
1625,LON_1539,"36,910.73",2022-01-15
1626,LON_1539,"36,910.73",2022-02-12
1627,LON_154,"18,307.82",2025-03-30
1628,LON_154,"18,307.82",2025-04-29
1629,LON_1540,"23,576.87",2023-09-16
1630,LON_1540,"23,005.95",2023-10-17
1631,LON_1540,"23,005.95",2023-11-16
1632,LON_1540,"23,005.95",2023-12-16
1633,LON_1541,"29,599.26",2019-04-07
1634,LON_1541,"29,599.26",2019-05-07
1635,LON_1541,"29,876.30",2019-06-06
1636,LON_1542,"38,718.04",2024-02-05
1637,LON_1542,"38,718.04",2024-03-07
1638,LON_1543,"55,412.38",2023-01-09
1639,LON_1543,"55,412.38",2023-02-07
1640,LON_1543,"55,412.38",2023-03-11
1641,LON_1545,"8,914.26",2025-07-05
1642,LON_1545,"9,028.18",2025-07-31
1643,LON_1546,"8,718.48",2025-04-03
1644,LON_1546,"8,790.52",2025-05-02
1645,LON_1546,"8,718.48",2025-06-04
1646,LON_1547,"51,065.87",2025-02-23
1647,LON_1547,"51,065.87",2025-03-25
1648,LON_1547,"51,065.87",2025-04-23
1649,LON_1548,"14,368.42",2020-02-03
1650,LON_1548,"14,368.42",2020-03-04
1651,LON_1548,"14,368.42",2020-04-04
1652,LON_1548,"14,288.55",2020-05-05
1653,LON_1548,"14,368.42",2020-06-06
1654,LON_1548,"14,368.42",2020-07-07
1655,LON_155,"17,300.70",2021-09-22
1656,LON_155,"17,300.70",2021-10-21
1657,LON_155,"17,300.70",2021-11-17
1658,LON_155,"17,300.70",2021-12-15
1659,LON_1550,"19,848.65",2020-06-28
1660,LON_1550,"19,848.65",2020-07-26
1661,LON_1551,"31,560.92",2022-10-17
1662,LON_1551,"31,560.92",2022-11-19
1663,LON_1552,"68,201.78",2023-04-13
1664,LON_1554,"6,591.74",2025-09-22
1665,LON_1554,"6,591.74",2025-10-22
1666,LON_1554,"6,591.74",2025-11-24
1667,LON_1555,"82,835.73",2022-08-12
1668,LON_1555,"82,835.73",2022-09-12
1669,LON_1555,"82,228.01",2022-10-12
1670,LON_1556,"66,295.57",2021-03-13
1671,LON_1556,"65,524.29",2021-04-12
1672,LON_1557,"15,340.28",2020-06-22
1673,LON_1557,"15,340.28",2020-07-23
1674,LON_1557,"15,252.24",2020-08-22
1675,LON_1557,"15,340.28",2020-09-21
1676,LON_1558,"35,904.24",2025-02-14
1677,LON_1558,"35,904.24",2025-03-15
1678,LON_1558,"35,904.24",2025-04-16
1679,LON_1559,"17,501.67",2024-09-02
1680,LON_1559,"17,501.67",2024-09-30
1681,LON_1559,"17,501.67",2024-10-29
1682,LON_1559,"17,501.67",2024-11-26
1683,LON_156,"59,359.62",2024-05-21
1684,LON_156,"59,359.62",2024-06-17
1685,LON_1561,"14,369.58",2025-06-29
1686,LON_1561,"14,369.58",2025-07-31
1687,LON_1562,"1,34,764.49",2023-04-28
1688,LON_1563,"21,322.38",2021-08-13
1689,LON_1563,"21,322.38",2021-09-14
1690,LON_1563,"21,322.38",2021-10-14
1691,LON_1564,"55,964.58",2022-06-03
1692,LON_1564,"56,167.74",2022-07-03
1693,LON_1564,"55,964.58",2022-08-02
1694,LON_1564,"55,964.58",2022-09-03
1695,LON_1565,"24,129.06",2022-12-25
1696,LON_1565,"24,129.06",2023-01-22
1697,LON_1566,"7,108.66",2021-04-01
1698,LON_1567,"10,381.01",2019-09-06
1699,LON_1567,"10,493.61",2019-10-05
1700,LON_1568,"48,551.65",2024-07-14
1701,LON_1568,"48,551.65",2024-08-11
1702,LON_1568,"48,551.65",2024-09-12
1703,LON_1568,"48,551.65",2024-10-12
1704,LON_1569,"10,192.03",2019-03-11
1705,LON_1569,"10,192.03",2019-04-09
1706,LON_157,"87,897.64",2020-10-14
1707,LON_157,"87,897.64",2020-11-14
1708,LON_157,"87,897.64",2020-12-13
1709,LON_1570,"34,846.23",2020-09-23
1710,LON_1570,"34,846.23",2020-10-23
1711,LON_1570,"34,846.23",2020-11-20
1712,LON_1572,"45,876.54",2022-11-08
1713,LON_1572,"45,876.54",2022-12-10
1714,LON_1573,"26,023.51",2021-10-21
1715,LON_1573,"26,023.51",2021-11-23
1716,LON_1574,"20,236.23",2023-05-01
1717,LON_1574,"20,236.23",2023-05-27
1718,LON_1574,"20,236.23",2023-06-24
1719,LON_1574,"20,236.23",2023-07-24
1720,LON_1576,"3,004.50",2024-10-25
1721,LON_1576,"3,004.50",2024-11-22
1722,LON_1576,"3,004.50",2024-12-19
1723,LON_1577,"16,998.74",2020-02-17
1724,LON_1577,"16,998.74",2020-03-19
1725,LON_1577,"16,998.74",2020-04-19
1726,LON_1577,"17,300.80",2020-05-20
1727,LON_1577,"16,998.74",2020-06-19
1728,LON_1578,"30,986.73",2025-07-09
1729,LON_158,"19,421.42",2020-03-11
1730,LON_158,"19,957.24",2020-04-09
1731,LON_158,"19,421.42",2020-05-08
1732,LON_1580,"1,11,380.55",2025-02-07
1733,LON_1580,"1,09,318.05",2025-03-08
1734,LON_1580,"1,09,318.05",2025-04-03
1735,LON_1580,"1,09,318.05",2025-05-02
1736,LON_1581,"11,318.20",2020-06-24
1737,LON_1581,"11,262.20",2020-07-26
1738,LON_1581,"11,318.20",2020-08-23
1739,LON_1581,"11,318.20",2020-09-22
1740,LON_1581,"11,318.20",2020-10-24
1741,LON_1582,"59,322.25",2021-02-23
1742,LON_1582,"59,322.25",2021-03-25
1743,LON_1585,"35,632.50",2023-10-24
1744,LON_1585,"35,632.50",2023-11-22
1745,LON_1585,"35,632.50",2023-12-20
1746,LON_1585,"35,632.50",2024-01-17
1747,LON_1586,"22,281.81",2022-05-01
1748,LON_1586,"21,979.14",2022-05-30
1749,LON_1586,"21,979.14",2022-06-27
1750,LON_1586,"21,979.14",2022-07-26
1751,LON_1586,"21,979.14",2022-08-22
1752,LON_1586,"21,979.14",2022-09-18
1753,LON_1586,"21,933.47",2022-10-17
1754,LON_1587,"5,961.82",2023-01-21
1755,LON_1587,"5,986.45",2023-02-18
1756,LON_1587,"5,986.45",2023-03-17
1757,LON_1587,"5,986.45",2023-04-15
1758,LON_1588,"12,462.63",2021-09-22
1759,LON_1589,"7,161.13",2020-08-17
1760,LON_1589,"7,160.39",2020-09-16
1761,LON_1590,"23,235.95",2023-10-30
1762,LON_1590,"23,517.78",2023-11-28
1763,LON_1590,"23,235.95",2023-12-29
1764,LON_1594,"29,961.98",2023-10-31
1765,LON_1594,"29,961.98",2023-11-30
1766,LON_1594,"29,961.98",2023-12-31
1767,LON_1594,"29,961.98",2024-01-30
1768,LON_1594,"29,961.98",2024-03-03
1769,LON_1595,"32,631.46",2025-10-23
1770,LON_1595,"33,096.74",2025-11-22
1771,LON_1595,"33,096.74",2025-12-22
1772,LON_1595,"33,096.74",2026-01-23
1773,LON_1596,"27,605.10",2023-08-13
1774,LON_1596,"27,605.10",2023-09-11
1775,LON_1596,"27,605.10",2023-10-11
1776,LON_1597,"41,824.36",2022-03-05
1777,LON_1598,"16,398.23",2021-08-09
1778,LON_1598,"16,089.73",2021-09-09
1779,LON_1598,"16,398.23",2021-10-10
1780,LON_1598,"16,398.23",2021-11-09
1781,LON_1598,"16,398.23",2021-12-10
1782,LON_1599,"24,182.93",2022-06-29
1783,LON_1599,"24,182.93",2022-07-26
1784,LON_1599,"24,182.93",2022-08-23
1785,LON_1599,"24,182.93",2022-09-19
1786,LON_160,"13,532.62",2023-07-21
1787,LON_160,"13,423.23",2023-08-19
1788,LON_160,"13,532.62",2023-09-14
1789,LON_160,"13,532.62",2023-10-13
1790,LON_160,"13,532.62",2023-11-11
1791,LON_1601,"9,637.43",2023-06-27
1792,LON_1601,"9,637.43",2023-07-27
1793,LON_1602,"40,885.99",2025-04-14
1794,LON_1602,"41,226.33",2025-05-14
1795,LON_1602,"40,885.99",2025-06-11
1796,LON_1602,"40,885.99",2025-07-08
1797,LON_1603,"40,506.57",2020-10-31
1798,LON_1603,"40,506.57",2020-11-29
1799,LON_1603,"40,506.57",2020-12-31
1800,LON_1604,"18,057.31",2023-04-11
1801,LON_1604,"18,057.31",2023-05-09
1802,LON_1605,"53,823.70",2023-02-03
1803,LON_1605,"53,823.70",2023-04-02
1804,LON_1605,"53,823.70",2023-06-02
1805,LON_1605,"54,374.62",2023-08-01
1806,LON_1606,"20,763.47",2021-08-12
1807,LON_1606,"20,763.47",2021-09-13
1808,LON_1606,"20,763.47",2021-10-15
1809,LON_1606,"20,763.47",2021-11-13
1810,LON_1606,"20,763.47",2021-12-14
1811,LON_1606,"20,763.47",2022-01-14
1812,LON_1606,"20,763.47",2022-02-15
1813,LON_1607,"59,972.54",2022-08-07
1814,LON_1607,"59,972.54",2022-09-06
1815,LON_1607,"59,972.54",2022-10-08
1816,LON_1609,"19,409.37",2019-03-14
1817,LON_1609,"19,788.49",2019-04-14
1818,LON_1609,"19,788.49",2019-05-13
1819,LON_1609,"19,788.49",2019-06-14
1820,LON_1609,"19,788.49",2019-07-16
1821,LON_1609,"19,788.49",2019-08-14
1822,LON_161,"42,082.72",2022-08-13
1823,LON_161,"42,113.61",2022-09-11
1824,LON_161,"42,113.61",2022-10-07
1825,LON_1610,"42,607.67",2024-11-03
1826,LON_1610,"42,607.67",2025-01-04
1827,LON_1611,"15,066.41",2019-03-10
1828,LON_1611,"15,066.41",2019-05-09
1829,LON_1611,"15,066.41",2019-07-10
1830,LON_1611,"15,066.41",2019-09-06
1831,LON_1611,"15,066.41",2019-11-06
1832,LON_1614,"5,808.88",2019-08-13
1833,LON_1614,"5,808.88",2019-09-12
1834,LON_1615,"20,118.94",2021-12-04
1835,LON_1615,"20,118.94",2022-01-04
1836,LON_1616,"72,581.26",2022-05-17
1837,LON_1616,"72,581.26",2022-06-16
1838,LON_1616,"72,581.26",2022-07-16
1839,LON_1617,"3,530.56",2022-07-16
1840,LON_1617,"3,530.56",2022-08-14
1841,LON_1617,"3,530.56",2022-09-14
1842,LON_1617,"3,530.56",2022-10-12
1843,LON_1617,"3,530.56",2022-11-12
1844,LON_1619,"3,343.76",2020-04-18
1845,LON_1619,"3,333.61",2020-05-19
1846,LON_162,"64,190.25",2022-05-02
1847,LON_1620,"26,690.01",2020-03-28
1848,LON_1620,"26,690.01",2020-04-30
1849,LON_1622,"1,471.71",2024-04-30
1850,LON_1622,"1,471.71",2024-05-28
1851,LON_1622,"1,471.71",2024-06-28
1852,LON_1622,"1,471.71",2024-07-27
1853,LON_1622,"1,471.71",2024-08-28
1854,LON_1622,"1,471.71",2024-09-25
1855,LON_1623,"16,731.76",2022-02-23
1856,LON_1624,"35,689.02",2023-12-27
1857,LON_1624,"35,689.02",2024-01-23
1858,LON_1625,"31,357.81",2022-04-01
1859,LON_1625,"31,357.81",2022-05-02
1860,LON_1625,"31,357.81",2022-06-02
1861,LON_1627,"38,448.41",2024-07-17
1862,LON_1627,"37,779.75",2024-08-14
1863,LON_1627,"38,448.41",2024-09-11
1864,LON_1628,"28,080.93",2023-07-16
1865,LON_1628,"28,080.93",2023-08-13
1866,LON_1629,"64,348.53",2020-05-06
1867,LON_1629,"64,348.53",2020-06-04
1868,LON_163,"12,935.12",2020-03-14
1869,LON_163,"12,935.12",2020-04-12
1870,LON_163,"12,935.12",2020-05-11
1871,LON_1630,"2,272.41",2021-09-20
1872,LON_1630,"2,272.41",2021-10-19
1873,LON_1630,"2,272.41",2021-11-16
1874,LON_1630,"2,285.07",2021-12-13
1875,LON_1631,"90,939.38",2019-02-27
1876,LON_1631,"90,939.38",2019-04-01
