transaction_id,account_id,transaction_type,amount,transaction_date,payment_method
TRN_12137,ACC_864,Deposits,113949,27-03-2022,Credit Card
TRN_12138,ACC_7883,Deposits,166283.36,21-04-2023,Debit Card
TRN_12139,ACC_1827,Deposits,83760.24,09-07-2024,IMPS
TRN_12140,ACC_7835,Deposits,172271.08,18-01-2025,Cash
TRN_12141,ACC_5154,Withdrawals,185000.25,23-04-2025,Credit Card
TRN_12142,ACC_6754,Transfers,65127.34,31-05-2023,Cash
TRN_12143,ACC_4769,Withdrawals,165876.05,05-09-2024,Net Banking
TRN_12144,ACC_2570,Deposits,29051.01,08-07-2023,UPI
TRN_12145,ACC_559,Withdrawals,168359.53,15-09-2023,UPI
TRN_12146,ACC_789,Deposits,113529.37,11-08-2023,UPI
TRN_12147,ACC_073,Withdrawals,96979.49,22-10-2022,Cash
TRN_12148,ACC_7978,Deposits,193323.95,21-09-2024,Net Banking
TRN_12149,ACC_4718,Withdrawals,87864.13,04-08-2024,UPI
TRN_12150,ACC_3498,Interest Payment,199816.25,15-02-2024,IMPS
TRN_12151,ACC_6909,Withdrawals,63853.47,19-06-2025,UPI
TRN_12152,ACC_1405,Interest Payment,76254.08,30-08-2022,IMPS
TRN_12153,ACC_5320,Deposits,170137.57,05-10-2024,Net Banking
TRN_12154,ACC_3197,Transfers,172523.41,23-03-2022,Net Banking
TRN_12155,ACC_1166,Deposits,91924.1,14-03-2023,Debit Card
TRN_12156,ACC_2803,Withdrawals,46171.77,30-09-2023,Debit Card
TRN_12157,ACC_2153,Deposits,17866.99,08-10-2024,UPI
TRN_12158,ACC_141,Transfers,46859.31,29-05-2025,IMPS
TRN_12159,ACC_5273,Withdrawals,86956.13,23-12-2023,Net Banking
TRN_12160,ACC_6409,Deposits,106464.1,19-02-2022,Cash
TRN_12161,ACC_5526,Withdrawals,145129.94,29-03-2023,UPI
TRN_12162,ACC_3656,Deposits,164646.79,21-01-2025,Debit Card
TRN_12163,ACC_3289,Transfers,108021.31,04-07-2024,Net Banking
TRN_12164,ACC_3430,Withdrawals,170632.4,21-08-2023,Cash
TRN_12165,ACC_7234,Deposits,135024.47,01-09-2025,IMPS
TRN_12166,ACC_6818,Deposits,13223.03,27-03-2022,Net Banking
TRN_12167,ACC_1468,Withdrawals,98648.99,29-10-2024,Net Banking
TRN_12168,ACC_3391,Interest Payment,198925.22,06-02-2025,Debit Card
TRN_12169,ACC_4188,Deposits,64430.69,29-08-2024,Cash
TRN_12170,ACC_7405,Deposits,32765.93,28-09-2023,IMPS
TRN_12171,ACC_275,Interest Payment,136111.58,12-05-2022,Cash
TRN_12172,ACC_5041,Withdrawals,13142.77,22-08-2024,UPI
TRN_12173,ACC_3133,Deposits,3559.14,15-05-2024,Debit Card
TRN_12174,ACC_3215,Interest Payment,141954.46,10-04-2024,IMPS
TRN_12175,ACC_7840,Withdrawals,81115.33,05-05-2022,UPI
TRN_12176,ACC_356,Deposits,172926.97,29-12-2023,Net Banking
TRN_12177,ACC_1595,Interest Payment,130376.46,28-01-2022,UPI
TRN_12178,ACC_6680,Interest Payment,150277.44,12-03-2023,UPI
TRN_12179,ACC_1516,Transfers,34183.15,13-05-2022,Debit Card
TRN_12180,ACC_6445,Deposits,138510.22,25-05-2025,IMPS
TRN_12181,ACC_3168,Deposits,117970.2,03-10-2025,IMPS
TRN_12182,ACC_4916,Withdrawals,165153.07,28-07-2022,Debit Card
TRN_12183,ACC_4931,Deposits,121596.74,09-12-2022,UPI
TRN_12184,ACC_3248,Transfers,24343.39,20-04-2024,UPI
TRN_12185,ACC_2719,Withdrawals,128966.75,28-06-2025,Net Banking
TRN_12186,ACC_4611,Interest Payment,107429.15,24-06-2022,Debit Card
TRN_12187,ACC_3713,Transfers,198971.02,23-08-2024,Credit Card
TRN_12188,ACC_3443,Deposits,78014.46,02-09-2025,Debit Card
TRN_12189,ACC_5026,Withdrawals,157461.22,22-04-2024,Cash
TRN_12190,ACC_4876,Withdrawals,91734.59,26-06-2024,UPI
TRN_12191,ACC_7282,Transfers,66301.94,16-01-2023,IMPS
TRN_12192,ACC_5042,Withdrawals,150440.98,13-02-2024,Debit Card
TRN_12193,ACC_5869,Deposits,40233.73,17-03-2024,Debit Card
TRN_12194,ACC_875,Transfers,21397.85,16-09-2023,Credit Card
TRN_12195,ACC_1172,Interest Payment,63228.22,03-02-2022,UPI
TRN_12196,ACC_103,Deposits,132117.01,20-07-2022,UPI
TRN_12197,ACC_3520,Deposits,191744.63,04-06-2025,UPI
TRN_12198,ACC_3386,Deposits,55809.98,07-06-2024,Debit Card
TRN_12199,ACC_6842,Transfers,194987.52,06-09-2025,Cash
TRN_12200,ACC_3750,Transfers,129873.75,26-07-2024,Net Banking
TRN_12201,ACC_5630,Withdrawals,183197.36,01-12-2022,Debit Card
TRN_12202,ACC_7556,Withdrawals,125324.69,13-08-2025,Cash
TRN_12203,ACC_6848,Deposits,18219.94,21-01-2025,Cash
TRN_12204,ACC_4004,Transfers,124463.87,27-02-2022,Credit Card
TRN_12205,ACC_6541,Deposits,48358.01,16-02-2022,Credit Card
TRN_12206,ACC_1605,Transfers,91199.1,31-12-2022,Credit Card
TRN_12207,ACC_5458,Deposits,132005.04,24-07-2025,Cash
TRN_12208,ACC_7062,Transfers,125638.11,30-11-2025,Net Banking
TRN_12209,ACC_989,Deposits,131693.25,31-10-2022,Net Banking
TRN_12210,ACC_5594,Interest Payment,13596.14,30-09-2022,Credit Card
TRN_12211,ACC_6871,Deposits,36842.45,09-04-2022,UPI
TRN_12212,ACC_4679,Transfers,66562.68,18-08-2025,UPI
TRN_12213,ACC_4666,Deposits,66464.1,18-11-2024,Debit Card
TRN_12214,ACC_1987,Deposits,161725.64,21-08-2023,IMPS
TRN_12215,ACC_5216,Deposits,109679.63,24-04-2024,UPI
TRN_12216,ACC_1667,Deposits,54015.38,09-10-2024,Net Banking
TRN_12217,ACC_2060,Interest Payment,191949.45,15-04-2023,Cash
TRN_12218,ACC_7985,Transfers,86541.9,28-05-2022,Net Banking
TRN_12219,ACC_205,Transfers,144517.41,10-06-2022,Credit Card
TRN_12220,ACC_4838,Transfers,37936.99,01-01-2024,Credit Card
TRN_12221,ACC_5960,Withdrawals,59798.32,05-05-2024,Credit Card
TRN_12222,ACC_4774,Transfers,178907.17,13-12-2025,IMPS
TRN_12223,ACC_366,Transfers,7801.59,14-08-2022,Debit Card
TRN_12224,ACC_3474,Interest Payment,51953.29,17-09-2024,Net Banking
TRN_12225,ACC_4129,Deposits,151667.37,16-04-2025,Cash
TRN_12226,ACC_3095,Deposits,178052.38,11-04-2023,Debit Card
TRN_12227,ACC_3503,Deposits,157603.71,26-09-2022,Debit Card
TRN_12228,ACC_4530,Deposits,76948.28,08-06-2022,Net Banking
TRN_12229,ACC_294,Transfers,167152.7,17-10-2024,IMPS
TRN_12230,ACC_2275,Withdrawals,60915.03,28-03-2025,Cash
TRN_12231,ACC_2648,Interest Payment,59178.89,14-01-2024,UPI
TRN_12232,ACC_6290,Deposits,145597.85,08-01-2024,Credit Card
TRN_12233,ACC_2272,Deposits,88667.4,15-07-2025,Credit Card
TRN_12234,ACC_6603,Interest Payment,147662.21,13-10-2022,UPI
TRN_12235,ACC_7255,Transfers,132832.75,06-08-2023,Net Banking
TRN_12236,ACC_7126,Deposits,129596.72,05-05-2022,Cash
TRN_12237,ACC_5804,Withdrawals,182656.35,29-11-2022,Credit Card
TRN_12238,ACC_2779,Deposits,116020.2,17-04-2023,UPI
TRN_12239,ACC_7052,Withdrawals,18482.21,11-08-2022,Net Banking
TRN_12240,ACC_2936,Deposits,99027.5,17-10-2023,Credit Card
TRN_12241,ACC_7480,Interest Payment,148184.85,27-02-2024,Credit Card
TRN_12242,ACC_2894,Deposits,31879.78,30-12-2025,Net Banking
TRN_12243,ACC_505,Deposits,148137.7,07-09-2024,UPI
TRN_12244,ACC_2911,Interest Payment,87620.84,27-03-2022,Debit Card
TRN_12245,ACC_7144,Withdrawals,2486.58,05-03-2024,IMPS
TRN_12246,ACC_3869,Deposits,67760.23,19-01-2023,IMPS
TRN_12247,ACC_7884,Transfers,15536.82,29-01-2024,IMPS
TRN_12248,ACC_1838,Transfers,192711.22,04-11-2024,UPI
TRN_12249,ACC_3714,Deposits,175332.24,20-01-2023,Credit Card
TRN_12250,ACC_1317,Deposits,165329.28,07-11-2025,IMPS
TRN_12251,ACC_4272,Deposits,120772.54,14-04-2024,Credit Card
TRN_12252,ACC_155,Interest Payment,97364.33,26-11-2025,Net Banking
TRN_12253,ACC_5448,Deposits,81209.65,29-12-2024,Credit Card
TRN_12254,ACC_5701,Deposits,9270.62,19-05-2024,Debit Card
TRN_12255,ACC_6058,Deposits,45770.27,06-04-2024,IMPS
TRN_12256,ACC_1035,Withdrawals,48883.71,24-12-2022,Cash
TRN_12257,ACC_5315,Deposits,7582.21,28-07-2025,IMPS
TRN_12258,ACC_7713,Deposits,20906.47,11-09-2023,IMPS
TRN_12259,ACC_5690,Withdrawals,86281.51,06-07-2023,Debit Card
TRN_12260,ACC_5228,Transfers,12644.47,26-04-2024,Net Banking
TRN_12261,ACC_950,Withdrawals,141985.07,29-08-2022,Credit Card
TRN_12262,ACC_5217,Interest Payment,82772.13,30-09-2025,Credit Card
TRN_12263,ACC_519,Transfers,61541.14,03-09-2025,Credit Card
TRN_12264,ACC_4803,Deposits,156185.57,29-04-2025,Debit Card
TRN_12265,ACC_4968,Interest Payment,153219.08,24-05-2025,UPI
TRN_12266,ACC_4311,Deposits,23413.3,23-05-2022,Cash
TRN_12267,ACC_7906,Interest Payment,196384.35,23-07-2024,Cash
TRN_12268,ACC_6731,Transfers,42720.53,13-09-2023,Credit Card
TRN_12269,ACC_3125,Withdrawals,54598.44,16-08-2024,Credit Card
TRN_12270,ACC_3193,Transfers,104962.02,23-09-2022,Credit Card
TRN_12271,ACC_3683,Transfers,133571.95,26-09-2024,Cash
TRN_12272,ACC_1178,Transfers,96811.81,16-07-2024,UPI
TRN_12273,ACC_7110,Deposits,175116.86,12-08-2022,Cash
TRN_12274,ACC_1417,Withdrawals,19099.77,17-02-2024,Net Banking
TRN_12275,ACC_6500,Transfers,156115,15-03-2023,Debit Card
TRN_12276,ACC_5206,Interest Payment,141672.22,09-08-2025,Net Banking
TRN_12277,ACC_595,Deposits,67667.74,12-01-2025,Net Banking
TRN_12278,ACC_2184,Interest Payment,3424.07,12-12-2025,Credit Card
TRN_12279,ACC_911,Interest Payment,180403.17,24-09-2024,IMPS
TRN_12280,ACC_2794,Withdrawals,19064.06,28-07-2024,Net Banking
TRN_12281,ACC_6230,Interest Payment,57101.12,23-07-2022,Credit Card
TRN_12282,ACC_1033,Interest Payment,118410.23,31-01-2022,Credit Card
TRN_12283,ACC_1793,Transfers,110766.15,15-11-2024,Credit Card
TRN_12284,ACC_1684,Deposits,128071.67,21-04-2023,Cash
TRN_12285,ACC_5311,Deposits,78908.37,17-02-2023,Net Banking
TRN_12286,ACC_539,Transfers,130681.71,27-01-2023,Cash
TRN_12287,ACC_7282,Transfers,168585.88,08-10-2023,IMPS
TRN_12288,ACC_5239,Deposits,142192.65,11-09-2025,IMPS
TRN_12289,ACC_5604,Withdrawals,92116.81,14-02-2025,IMPS
TRN_12290,ACC_5770,Transfers,155308.61,17-08-2022,Net Banking
TRN_12291,ACC_1868,Transfers,94426.35,12-02-2023,Debit Card
TRN_12292,ACC_6835,Transfers,92954.12,09-05-2024,Debit Card
TRN_12293,ACC_2087,Deposits,168975.32,14-02-2024,Net Banking
TRN_12294,ACC_3085,Deposits,174454.63,27-05-2025,Net Banking
TRN_12295,ACC_7325,Transfers,59052.23,05-11-2025,Credit Card
TRN_12296,ACC_1594,Withdrawals,149060.39,18-06-2025,Net Banking
TRN_12297,ACC_4794,Interest Payment,45654.9,05-11-2022,Debit Card
TRN_12298,ACC_1000,Deposits,102288.16,26-04-2022,Credit Card
TRN_12299,ACC_2383,Deposits,152620.79,12-02-2025,Credit Card
TRN_12300,ACC_7955,Transfers,53593.76,09-11-2022,Cash
TRN_12301,ACC_2684,Withdrawals,176723.25,19-06-2023,Debit Card
TRN_12302,ACC_6633,Transfers,138704.51,01-06-2024,UPI
TRN_12303,ACC_5866,Deposits,199545.84,18-10-2025,Net Banking
TRN_12304,ACC_377,Deposits,162875.78,05-03-2022,UPI
TRN_12305,ACC_3598,Transfers,160030.77,27-02-2022,Credit Card
TRN_12306,ACC_5645,Transfers,41931.9,13-08-2023,Cash
TRN_12307,ACC_3158,Transfers,35743.07,30-04-2025,Credit Card
TRN_12308,ACC_131,Withdrawals,33470.13,09-07-2025,IMPS
TRN_12309,ACC_3467,Withdrawals,72950.06,08-01-2023,Cash
TRN_12310,ACC_7598,Deposits,53217.39,20-09-2024,Credit Card
TRN_12311,ACC_1005,Deposits,156551.77,04-11-2025,UPI
TRN_12312,ACC_838,Deposits,175129.83,18-01-2025,IMPS
TRN_12313,ACC_622,Deposits,189049.29,04-08-2022,Net Banking
TRN_12314,ACC_3135,Deposits,35051.14,28-04-2023,UPI
TRN_12315,ACC_6500,Interest Payment,126706.47,18-10-2022,IMPS
TRN_12316,ACC_4008,Withdrawals,189389.82,22-02-2022,Cash
TRN_12317,ACC_7667,Transfers,25390.95,14-12-2022,UPI
TRN_12318,ACC_2930,Withdrawals,184957.21,28-03-2022,IMPS
TRN_12319,ACC_5655,Deposits,75082.32,05-02-2023,IMPS
TRN_12320,ACC_3845,Deposits,162732.25,29-06-2023,IMPS
TRN_12321,ACC_4593,Interest Payment,39502.91,24-02-2024,Credit Card
TRN_12322,ACC_1212,Deposits,55989.51,19-03-2024,Cash
TRN_12323,ACC_041,Interest Payment,113186.54,12-09-2025,Debit Card
TRN_12324,ACC_1423,Deposits,121166.11,05-08-2023,Credit Card
TRN_12325,ACC_3573,Deposits,175814.31,24-06-2023,UPI
TRN_12326,ACC_4094,Deposits,18351.65,13-10-2022,Net Banking
TRN_12327,ACC_5153,Withdrawals,9481.83,02-05-2022,Credit Card
TRN_12328,ACC_1122,Deposits,196487.03,02-02-2024,UPI
TRN_12329,ACC_1127,Transfers,40432.99,18-10-2025,Credit Card
TRN_12330,ACC_2001,Deposits,157253.93,24-07-2024,Debit Card
TRN_12331,ACC_6569,Transfers,18932.17,29-06-2022,IMPS
TRN_12332,ACC_2770,Interest Payment,159649.35,10-06-2023,UPI
TRN_12333,ACC_5171,Deposits,42214,11-02-2024,IMPS
TRN_12334,ACC_6950,Deposits,13148.55,09-02-2022,Cash
TRN_12335,ACC_2272,Transfers,100796.42,02-12-2024,Net Banking
TRN_12336,ACC_4640,Interest Payment,97415.29,05-06-2023,Debit Card
TRN_12337,ACC_1994,Deposits,79893.73,20-03-2025,Debit Card
TRN_12338,ACC_7766,Deposits,146482.64,10-08-2023,IMPS
TRN_12339,ACC_2094,Withdrawals,74906.91,06-05-2022,Cash
TRN_12340,ACC_184,Interest Payment,181621.81,22-12-2022,Credit Card
TRN_12341,ACC_166,Interest Payment,35039.88,24-08-2025,IMPS
TRN_12342,ACC_4778,Deposits,176513.04,18-07-2025,Cash
TRN_12343,ACC_1213,Withdrawals,10053.7,30-06-2023,Credit Card
TRN_12344,ACC_723,Deposits,105590.08,26-09-2023,Net Banking
TRN_12345,ACC_257,Deposits,79059.7,24-09-2025,UPI
TRN_12346,ACC_7922,Deposits,102705.96,28-12-2022,Debit Card
TRN_12347,ACC_5913,Withdrawals,127019.8,22-05-2023,Credit Card
TRN_12348,ACC_415,Interest Payment,109887.47,04-09-2022,Debit Card
TRN_12349,ACC_5992,Interest Payment,188137.49,13-10-2022,Cash
TRN_12350,ACC_2390,Deposits,60407.11,05-08-2025,Debit Card
TRN_12351,ACC_3206,Withdrawals,18400.06,25-01-2022,Credit Card
TRN_12352,ACC_5775,Withdrawals,65601.54,22-01-2023,Cash
TRN_12353,ACC_2719,Deposits,21655.79,08-09-2025,Credit Card
TRN_12354,ACC_5810,Withdrawals,165727.84,12-07-2025,UPI
TRN_12355,ACC_284,Transfers,110971.31,27-12-2022,Debit Card
TRN_12356,ACC_2341,Deposits,82440.42,28-04-2023,Cash
TRN_12357,ACC_3821,Withdrawals,88158.75,03-08-2022,Credit Card
TRN_12358,ACC_544,Deposits,189706.07,22-07-2023,Credit Card
TRN_12359,ACC_5257,Deposits,161486.29,13-03-2024,UPI
TRN_12360,ACC_517,Transfers,38379.38,31-10-2023,Cash
TRN_12361,ACC_5556,Transfers,173499.51,02-10-2022,Cash
TRN_12362,ACC_5478,Deposits,87750.07,24-06-2025,UPI
TRN_12363,ACC_6275,Transfers,149761.72,25-08-2023,Net Banking
TRN_12364,ACC_3992,Transfers,176632.77,01-08-2023,Net Banking
TRN_12365,ACC_7529,Deposits,116817.37,29-05-2024,IMPS
TRN_12366,ACC_2501,Withdrawals,105918.52,04-04-2022,IMPS
TRN_12367,ACC_2367,Deposits,73072.15,01-08-2022,Credit Card
TRN_12368,ACC_4458,Withdrawals,96830.72,06-09-2022,UPI
TRN_12369,ACC_1429,Withdrawals,70436.75,15-06-2022,Debit Card
TRN_12370,ACC_6928,Transfers,139515.93,13-12-2024,Debit Card
TRN_12371,ACC_6117,Withdrawals,54143.68,24-08-2023,Net Banking
TRN_12372,ACC_1731,Withdrawals,123026.58,03-01-2022,Credit Card
TRN_12373,ACC_6982,Interest Payment,171428.59,04-02-2025,Debit Card
TRN_12374,ACC_6590,Interest Payment,53357.89,11-09-2023,UPI
TRN_12375,ACC_797,Deposits,78143.87,06-06-2023,UPI
TRN_12376,ACC_7544,Transfers,94722.97,20-05-2022,Cash
TRN_12377,ACC_5459,Withdrawals,52665.07,04-05-2024,Debit Card
TRN_12378,ACC_5076,Deposits,111435.12,14-02-2024,IMPS
TRN_12379,ACC_645,Deposits,179069.93,05-04-2023,IMPS
TRN_12380,ACC_7489,Interest Payment,155599,02-03-2024,Net Banking
TRN_12381,ACC_6253,Interest Payment,14606.26,16-03-2025,UPI
TRN_12382,ACC_6292,Deposits,115679.28,31-10-2023,UPI
TRN_12383,ACC_3545,Deposits,174213.42,15-08-2025,Cash
TRN_12384,ACC_3065,Interest Payment,138431.44,31-08-2024,Debit Card
TRN_12385,ACC_597,Interest Payment,149918.82,25-10-2024,Credit Card
TRN_12386,ACC_2870,Interest Payment,28285.35,16-06-2023,UPI
TRN_12387,ACC_4604,Transfers,129190.86,03-05-2024,Net Banking
TRN_12388,ACC_447,Deposits,91412.42,05-01-2022,IMPS
TRN_12389,ACC_7547,Deposits,16060.52,18-06-2025,Net Banking
TRN_12390,ACC_987,Withdrawals,93228.45,22-03-2022,Cash
TRN_12391,ACC_7863,Deposits,8484.38,06-07-2022,IMPS
TRN_12392,ACC_2520,Transfers,133452.81,23-03-2025,Cash
TRN_12393,ACC_366,Withdrawals,169822.19,15-07-2024,Credit Card
TRN_12394,ACC_794,Deposits,110350.68,10-11-2023,Credit Card
TRN_12395,ACC_4603,Withdrawals,132167.26,09-01-2023,Credit Card
TRN_12396,ACC_6743,Deposits,173319.13,24-11-2025,Net Banking
TRN_12397,ACC_6241,Withdrawals,188355.55,24-01-2025,UPI
TRN_12398,ACC_7526,Interest Payment,72155.71,01-03-2022,Net Banking
TRN_12399,ACC_4687,Interest Payment,76167.44,18-10-2022,Credit Card
TRN_12400,ACC_4370,Transfers,132824.93,02-11-2025,IMPS
TRN_12401,ACC_1289,Deposits,45802.61,06-10-2022,Net Banking
TRN_12402,ACC_049,Deposits,22221.12,19-06-2025,IMPS
TRN_12403,ACC_6275,Deposits,174468.68,29-07-2022,UPI
TRN_12404,ACC_2580,Deposits,184893.33,08-10-2022,Credit Card
TRN_12405,ACC_6720,Deposits,183891.18,05-01-2023,Net Banking
TRN_12406,ACC_1243,Withdrawals,23656.61,21-02-2022,Cash
TRN_12407,ACC_2311,Interest Payment,58465.52,22-08-2024,Debit Card
TRN_12408,ACC_3867,Deposits,180603.08,11-11-2022,UPI
TRN_12409,ACC_7371,Deposits,25937.18,12-02-2025,Credit Card
TRN_12410,ACC_4249,Withdrawals,114911.07,04-01-2022,IMPS
TRN_12411,ACC_2237,Withdrawals,159209.88,11-10-2023,Credit Card
TRN_12412,ACC_5951,Interest Payment,164346.98,15-11-2024,UPI
TRN_12413,ACC_1312,Interest Payment,120268.43,26-07-2022,Debit Card
TRN_12414,ACC_1958,Withdrawals,83018.03,23-04-2023,Debit Card
TRN_12415,ACC_3497,Deposits,182264.7,07-01-2023,Credit Card
TRN_12416,ACC_3953,Interest Payment,115170.49,09-09-2025,Net Banking
TRN_12417,ACC_2854,Withdrawals,148598.39,25-12-2024,UPI
TRN_12418,ACC_1287,Deposits,194518.68,05-10-2025,UPI
TRN_12419,ACC_2114,Deposits,175889.36,09-12-2025,Net Banking
TRN_12420,ACC_2289,Deposits,185915.72,18-01-2023,UPI
TRN_12421,ACC_6438,Deposits,134224.99,11-10-2022,Net Banking
TRN_12422,ACC_6191,Deposits,54955.19,30-01-2023,UPI
TRN_12423,ACC_1566,Deposits,151370.3,31-12-2023,Debit Card
TRN_12424,ACC_916,Deposits,36415.15,30-08-2024,Cash
TRN_12425,ACC_3460,Transfers,87112.29,23-05-2025,IMPS
TRN_12426,ACC_7031,Interest Payment,130219.96,27-06-2025,IMPS
TRN_12427,ACC_6794,Transfers,46350.51,20-01-2025,IMPS
TRN_12428,ACC_3417,Interest Payment,3909.86,05-11-2022,Credit Card
TRN_12429,ACC_7667,Deposits,135117.44,02-04-2023,Credit Card
TRN_12430,ACC_3592,Withdrawals,45412.55,23-06-2024,UPI
TRN_12431,ACC_5424,Deposits,166887.45,18-11-2024,Credit Card
TRN_12432,ACC_5589,Transfers,188959.07,02-10-2023,UPI
TRN_12433,ACC_2316,Transfers,51104.61,22-08-2022,IMPS
TRN_12434,ACC_3890,Deposits,108432.05,30-04-2025,UPI
TRN_12435,ACC_422,Deposits,120190.52,18-09-2024,Net Banking
TRN_12436,ACC_3340,Interest Payment,93900.41,06-09-2022,Debit Card
TRN_12437,ACC_113,Transfers,8938.98,15-09-2022,Credit Card
TRN_12438,ACC_7746,Interest Payment,57328.65,31-12-2022,Debit Card
TRN_12439,ACC_6574,Deposits,86068.29,04-06-2023,UPI
TRN_12440,ACC_3951,Withdrawals,110617.77,08-02-2024,Debit Card
TRN_12441,ACC_3630,Interest Payment,144757.94,26-10-2022,Cash
TRN_12442,ACC_1881,Transfers,109097.38,14-12-2024,Credit Card
TRN_12443,ACC_603,Deposits,141277.99,06-10-2025,IMPS
TRN_12444,ACC_1469,Deposits,193897.75,10-06-2025,Net Banking
TRN_12445,ACC_6936,Withdrawals,102274.55,21-12-2025,Cash
TRN_12446,ACC_556,Withdrawals,86228.21,02-11-2024,Credit Card
TRN_12447,ACC_5608,Deposits,62161.49,18-06-2025,UPI
TRN_12448,ACC_6450,Deposits,57071.01,04-08-2025,Net Banking
TRN_12449,ACC_7239,Deposits,65290.78,03-08-2025,Credit Card
TRN_12450,ACC_3404,Transfers,64523.65,10-03-2025,Credit Card
TRN_12451,ACC_5627,Deposits,29091.01,09-08-2024,Net Banking
TRN_12452,ACC_1713,Deposits,59439.96,24-08-2025,IMPS
TRN_12453,ACC_6350,Deposits,25078.88,03-07-2024,Net Banking
TRN_12454,ACC_5272,Interest Payment,191790.07,14-10-2023,Cash
TRN_12455,ACC_6818,Withdrawals,40156.27,28-04-2025,Debit Card
TRN_12456,ACC_1568,Interest Payment,106959.21,25-07-2023,Net Banking
TRN_12457,ACC_1424,Withdrawals,97353,27-11-2024,IMPS
TRN_12458,ACC_4063,Deposits,102189.02,22-11-2024,Net Banking
TRN_12459,ACC_5139,Deposits,188773.65,24-05-2024,Credit Card
TRN_12460,ACC_7471,Deposits,97681.78,25-11-2024,Credit Card
TRN_12461,ACC_054,Interest Payment,175356.41,16-06-2022,IMPS
TRN_12462,ACC_3930,Withdrawals,141535.64,14-03-2024,Debit Card
TRN_12463,ACC_7538,Deposits,104635.43,25-01-2022,Credit Card
TRN_12464,ACC_2567,Transfers,74786.59,20-09-2024,Net Banking
TRN_12465,ACC_4635,Deposits,94421,02-08-2022,Net Banking
TRN_12466,ACC_1415,Deposits,6900.15,30-01-2025,Cash
TRN_12467,ACC_3728,Deposits,155892.38,01-03-2025,IMPS
TRN_12468,ACC_5031,Interest Payment,57868.97,18-09-2022,Debit Card
TRN_12469,ACC_6797,Interest Payment,98997.68,02-09-2024,Debit Card
TRN_12470,ACC_2885,Withdrawals,168372.7,07-05-2024,Credit Card
TRN_12471,ACC_3983,Withdrawals,75578.1,15-04-2025,UPI
TRN_12472,ACC_4651,Deposits,89773.12,03-07-2022,Cash
TRN_12473,ACC_5917,Transfers,91164.81,17-02-2022,Credit Card
TRN_12474,ACC_170,Interest Payment,122521.38,19-02-2022,Debit Card
TRN_12475,ACC_5628,Deposits,145576.84,30-09-2025,Credit Card
TRN_12476,ACC_7827,Deposits,98536.81,14-01-2025,UPI
TRN_12477,ACC_4979,Transfers,3638.99,07-09-2025,IMPS
TRN_12478,ACC_1557,Withdrawals,93032.47,14-10-2023,Net Banking
TRN_12479,ACC_7014,Deposits,169293.59,08-11-2024,Debit Card
TRN_12480,ACC_4168,Deposits,21229.54,17-12-2025,Debit Card
TRN_12481,ACC_6442,Transfers,107144.88,02-03-2023,Cash
TRN_12482,ACC_794,Transfers,191943.5,16-01-2023,Cash
TRN_12483,ACC_3033,Transfers,64388.01,23-02-2022,Credit Card
TRN_12484,ACC_4541,Transfers,19562.83,18-11-2023,Debit Card
TRN_12485,ACC_7216,Deposits,140860.62,16-06-2023,UPI
TRN_12486,ACC_5687,Interest Payment,132546.92,09-05-2022,Cash
TRN_12487,ACC_625,Deposits,163068.17,13-12-2023,IMPS
TRN_12488,ACC_6582,Withdrawals,198979.65,20-10-2024,UPI
TRN_12489,ACC_220,Deposits,172710.89,22-12-2023,IMPS
TRN_12490,ACC_6295,Deposits,189456.09,03-04-2022,UPI
TRN_12491,ACC_3411,Interest Payment,74335.26,15-10-2025,Debit Card
TRN_12492,ACC_4886,Transfers,103556.93,18-12-2025,Cash
TRN_12493,ACC_2568,Deposits,199640.52,30-07-2025,Cash
TRN_12494,ACC_5841,Transfers,109743.52,04-05-2023,Cash
TRN_12495,ACC_3670,Transfers,173341.49,07-10-2023,UPI
TRN_12496,ACC_7787,Deposits,53692.84,22-03-2022,UPI
TRN_12497,ACC_354,Interest Payment,93152.79,25-02-2025,IMPS
TRN_12498,ACC_5335,Deposits,145504.5,11-09-2025,Credit Card
TRN_12499,ACC_872,Transfers,76529.02,29-05-2025,IMPS
TRN_12500,ACC_1063,Interest Payment,169522.94,23-05-2025,IMPS
TRN_12501,ACC_7172,Withdrawals,81367.34,28-01-2025,Net Banking
TRN_12502,ACC_1088,Interest Payment,156690.97,22-01-2024,UPI
TRN_12503,ACC_2768,Interest Payment,89112.69,06-03-2024,IMPS
TRN_12504,ACC_5470,Deposits,127718.48,21-08-2025,Cash
TRN_12505,ACC_2125,Withdrawals,156576.11,17-10-2022,Credit Card
TRN_12506,ACC_1388,Withdrawals,137283.98,27-12-2022,UPI
TRN_12507,ACC_196,Deposits,132238.9,11-09-2023,Cash
TRN_12508,ACC_3720,Interest Payment,89082.91,18-06-2023,IMPS
TRN_12509,ACC_1984,Deposits,1301.98,03-09-2023,Cash
TRN_12510,ACC_3195,Deposits,91949.2,13-04-2024,Credit Card
TRN_12511,ACC_5929,Interest Payment,45896.12,04-07-2023,Cash
TRN_12512,ACC_296,Withdrawals,77461.7,06-06-2022,Net Banking
TRN_12513,ACC_2772,Interest Payment,151527.29,26-12-2024,Debit Card
TRN_12514,ACC_1701,Withdrawals,27048.22,25-11-2023,Net Banking
TRN_12515,ACC_3214,Interest Payment,89624.06,29-09-2023,UPI
