complaint_id,customer_id,complaint_type,complaint_date,status
COMP_530,CID_3334,Cheque Clearance,43818,Pending
COMP_531,CID_4998,Charges/Fees,46049,In Progress
COMP_532,CID_4685,Staff Behavior,43918,Open
COMP_533,CID_1879,Account Statement,45800,In Progress
COMP_534,CID_4599,Fraud/Unauthorized,45699,Closed
COMP_535,CID_2749,Card Issue,44264,Closed
COMP_536,CID_1343,Card Issue,44296,In Progress
COMP_537,CID_4354,Card Issue,46085,Resolved
COMP_538,CID_3427,Transaction Failed,45928,Resolved
COMP_539,CID_618,Cheque Clearance,46050,Closed
COMP_540,CID_1474,Fraud/Unauthorized,45569,Pending
COMP_541,CID_348,Charges/Fees,45450,Closed
COMP_542,CID_2899,Loan Service,43896,Pending
COMP_543,CID_1573,Transaction Failed,45871,Resolved
COMP_544,CID_2726,Staff Behavior,45165,
COMP_545,CID_3504,KYC/Documentation,45312,Resolved
COMP_546,CID_276,Fraud/Unauthorized,44759,Pending
COMP_547,CID_3892,Charges/Fees,45721,Closed
COMP_548,CID_3303,KYC/Documentation,45761,Closed
COMP_549,CID_3791,Account Statement,44867,Closed
COMP_550,CID_2709,Fraud/Unauthorized,45872,Open
COMP_551,CID_075,Loan Service,45995,Pending
COMP_552,CID_3639,Online Banking,43755,In Progress
COMP_553,CID_348,Charges/Fees,45450,Closed
COMP_554,CID_3039,Loan Service,43448,Closed
COMP_555,CID_1791,Transaction Failed,45548,Pending
COMP_556,CID_1429,Staff Behavior,45759,Resolved
COMP_557,CID_2044,Fraud/Unauthorized,44867,Resolved
COMP_558,CID_2538,Account Statement,45119,In Progress
COMP_559,CID_1077,Fraud/Unauthorized,45305,Resolved
COMP_560,CID_1747,Online Banking,46074,In Progress
COMP_561,CID_3243,,45245,Open
COMP_562,CID_1911,Loan Service,44895,Open
COMP_563,CID_2881,KYC/Documentation,45056,Closed
COMP_564,CID_3968,Staff Behavior,45983,Open
COMP_565,CID_4038,Cheque Clearance,45789,Closed
COMP_566,CID_045,Cash Deposit,44932,In Progress
COMP_567,CID_1081,Account Statement,45287,In Progress
COMP_568,CID_4367,,45671,In Progress
COMP_569,CID_2899,Staff Behavior,43253,Open
COMP_570,CID_753,Transaction Failed,44813,Resolved
COMP_571,CID_2304,Loan Service,44372,Closed
COMP_572,CID_3832,Online Banking,45690,Resolved
COMP_573,CID_2954,Staff Behavior,45983,Open
COMP_574,CID_529,Staff Behavior,45669,Pending
COMP_575,CID_1723,Charges/Fees,45503,Closed
COMP_576,CID_4515,Account Statement,45881,Closed
COMP_577,CID_068,Charges/Fees,45268,Closed
COMP_578,CID_2895,KYC/Documentation,45780,In Progress
COMP_579,CID_1633,Card Issue,46085,In Progress
COMP_580,CID_3323,KYC/Documentation,45802,Open
COMP_581,CID_1897,,45424,
COMP_582,CID_1879,Card Issue,45323,Open
COMP_583,CID_2374,ATM Issue,45427,
COMP_584,CID_3787,Online Banking,46043,
COMP_585,CID_1545,Card Issue,44930,Pending
COMP_586,CID_2361,Account Statement,45584,In Progress
COMP_587,CID_157,Card Issue,45502,Closed
COMP_588,CID_3041,Cash Deposit,45327,Open
COMP_589,CID_2414,Loan Service,45602,
COMP_590,CID_2081,Staff Behavior,45952,Closed
COMP_591,CID_451,Cheque Clearance,45706,Pending
COMP_592,CID_3712,Account Statement,45666,Resolved
COMP_593,CID_1015,KYC/Documentation,44113,Pending
COMP_594,CID_4435,,45897,Closed
COMP_595,CID_3572,Cash Deposit,45776,Open
COMP_596,CID_658,Cash Deposit,44541,In Progress
COMP_597,CID_2155,Cash Deposit,45888,Resolved
COMP_598,CID_2951,,45427,In Progress
COMP_599,CID_649,Card Issue,45777,Closed
COMP_600,CID_2210,Transaction Failed,45774,In Progress
COMP_601,CID_4635,,46083,Resolved
COMP_602,CID_4574,Card Issue,46006,Resolved
COMP_603,CID_3046,Online Banking,45389,Resolved
COMP_604,CID_1205,Account Statement,44622,In Progress
COMP_605,CID_4008,Staff Behavior,45384,In Progress
COMP_606,CID_077,Staff Behavior,46046,Closed
COMP_607,CID_407,Charges/Fees,44186,Resolved
COMP_608,CID_3760,Online Banking,45545,Resolved
COMP_609,CID_2541,Staff Behavior,45080,Open
COMP_610,CID_4754,Cheque Clearance,45908,In Progress
COMP_611,CID_4952,Online Banking,46042,Resolved
COMP_612,CID_1454,,45529,In Progress
COMP_613,CID_007,Fraud/Unauthorized,45910,Open
COMP_614,CID_3672,Account Statement,45890,Closed
COMP_615,CID_2472,Transaction Failed,44686,Closed
COMP_616,CID_978,Loan Service,44696,In Progress
COMP_617,CID_338,Online Banking,45915,Open
COMP_618,CID_2380,KYC/Documentation,45448,In Progress
COMP_619,CID_836,Charges/Fees,45619,Escalated
COMP_620,CID_1270,Cheque Clearance,45938,In Progress
COMP_621,CID_2601,KYC/Documentation,43598,Closed
COMP_622,CID_2402,Online Banking,44817,In Progress
COMP_623,CID_3148,Fraud/Unauthorized,44554,Open
COMP_624,CID_2511,Card Issue,44105,Closed
COMP_625,CID_1665,Cheque Clearance,45247,Resolved
COMP_626,CID_2668,KYC/Documentation,45148,Escalated
COMP_627,CID_4970,Cash Deposit,45669,Closed
COMP_628,CID_2132,Account Statement,45609,Pending
COMP_629,CID_1058,Loan Service,46058,Open
COMP_630,CID_2488,Loan Service,45046,Resolved
COMP_631,CID_1948,ATM Issue,45536,Closed
COMP_632,CID_3303,Fraud/Unauthorized,45449,Closed
COMP_633,CID_287,Cash Deposit,45772,Escalated
COMP_634,CID_4436,Loan Service,44986,Resolved
COMP_635,CID_3207,Cash Deposit,45918,Closed
COMP_636,CID_1995,Account Statement,45730,Open
COMP_637,CID_1684,KYC/Documentation,44748,Pending
COMP_638,CID_666,Cash Deposit,46005,Resolved
COMP_639,CID_4077,Cash Deposit,43729,Open
COMP_640,CID_1641,Account Statement,45886,Closed
COMP_641,CID_2755,Card Issue,45048,Pending
COMP_642,CID_3848,Cash Deposit,45309,Escalated
COMP_643,CID_2448,Charges/Fees,45942,Closed
COMP_644,CID_506,Fraud/Unauthorized,44843,Pending
COMP_645,CID_4885,KYC/Documentation,44475,Resolved
COMP_646,CID_1495,ATM Issue,46078,Closed
COMP_647,CID_3814,,45815,Closed
COMP_648,CID_109,Staff Behavior,45409,In Progress
COMP_649,CID_1280,Cheque Clearance,45357,In Progress
COMP_650,CID_2555,Cash Deposit,44495,
COMP_651,CID_3640,Account Statement,45698,Closed
COMP_652,CID_2923,Account Statement,44811,In Progress
COMP_653,CID_2601,Loan Service,44914,Resolved
COMP_654,CID_4627,Loan Service,44539,In Progress
COMP_655,CID_334,Charges/Fees,45010,Resolved
COMP_656,CID_3176,ATM Issue,45677,Escalated
COMP_657,CID_3278,Cash Deposit,43418,Escalated
COMP_658,CID_2282,Cheque Clearance,45990,Open
COMP_659,CID_1788,KYC/Documentation,43846,Open
COMP_660,CID_1433,Staff Behavior,45911,Pending
COMP_661,CID_2734,ATM Issue,45599,Open
COMP_662,CID_2431,Loan Service,45437,Closed
COMP_663,CID_1393,Card Issue,45334,Open
COMP_664,CID_1860,Fraud/Unauthorized,45079,Escalated
COMP_665,CID_2519,,45761,Resolved
COMP_666,CID_4196,Cash Deposit,45448,Resolved
COMP_667,CID_3144,,45041,Open
COMP_668,CID_4442,Card Issue,45885,Resolved
COMP_669,CID_1482,Transaction Failed,44142,Open
COMP_670,CID_1366,Card Issue,45864,Escalated
COMP_671,CID_1282,Cash Deposit,43402,Resolved
COMP_672,CID_4266,ATM Issue,45078,Closed
COMP_673,CID_444,KYC/Documentation,45391,Escalated
COMP_674,CID_3894,Fraud/Unauthorized,44546,In Progress
COMP_675,CID_4993,Staff Behavior,45168,Open
COMP_676,CID_4102,Loan Service,45380,Closed
COMP_677,CID_4812,Cash Deposit,45969,Closed
COMP_678,CID_1541,Staff Behavior,44362,Escalated
COMP_679,CID_1938,Cheque Clearance,45025,Closed
COMP_680,CID_2446,Online Banking,46078,Closed
COMP_681,CID_4335,Transaction Failed,43902,Closed
COMP_682,CID_1605,Card Issue,45623,Pending
COMP_683,CID_097,Online Banking,44976,Resolved
COMP_684,CID_4617,ATM Issue,46060,Resolved
COMP_685,CID_4775,Transaction Failed,45948,Closed
COMP_686,CID_065,Fraud/Unauthorized,46038,In Progress
COMP_687,CID_047,Loan Service,45187,Resolved
COMP_688,CID_629,Online Banking,45390,Resolved
COMP_689,CID_1642,Cash Deposit,44601,Pending
COMP_690,CID_570,Card Issue,45059,
COMP_691,CID_3574,ATM Issue,44620,Closed
COMP_692,CID_2264,Transaction Failed,45654,Open
COMP_693,CID_3262,Staff Behavior,45103,In Progress
COMP_694,CID_1653,Loan Service,44549,In Progress
COMP_695,CID_4325,,45316,Closed
COMP_696,CID_2749,Card Issue,44264,Closed
COMP_697,CID_1343,KYC/Documentation,45681,In Progress
COMP_698,CID_3553,Cash Deposit,45346,Open
COMP_699,CID_2018,Card Issue,45810,In Progress
COMP_700,CID_1856,KYC/Documentation,45976,Resolved
COMP_701,CID_845,Transaction Failed,43654,Pending
COMP_702,CID_745,Cheque Clearance,45087,Resolved
COMP_703,CID_2833,ATM Issue,45218,In Progress
COMP_704,CID_948,Card Issue,44890,Closed
COMP_705,CID_1141,Cash Deposit,45762,Resolved
COMP_706,CID_264,KYC/Documentation,45832,In Progress
COMP_707,CID_3199,Transaction Failed,45084,Resolved
COMP_708,CID_555,Cheque Clearance,45490,
COMP_709,CID_2624,Cash Deposit,45926,In Progress
COMP_710,CID_4017,Cash Deposit,44288,
COMP_711,CID_1953,Staff Behavior,46030,Open
COMP_712,CID_104,Fraud/Unauthorized,45913,Escalated
COMP_713,CID_755,Cheque Clearance,45592,In Progress
COMP_714,CID_2520,Card Issue,45812,Pending
COMP_715,CID_732,Online Banking,44950,Closed
COMP_716,CID_462,KYC/Documentation,45099,Pending
COMP_717,CID_2500,Online Banking,45914,
COMP_718,CID_2987,Account Statement,45985,
COMP_719,CID_4314,Cheque Clearance,45871,Closed
COMP_720,CID_3077,Online Banking,44610,Escalated
COMP_721,CID_407,Charges/Fees,44186,Resolved
COMP_722,CID_3827,Fraud/Unauthorized,45697,In Progress
COMP_723,CID_3597,Transaction Failed,45522,Resolved
COMP_724,CID_3559,Card Issue,45938,Closed
COMP_725,CID_2630,Online Banking,45219,Closed
COMP_726,CID_3443,Account Statement,45811,Closed
COMP_727,CID_1802,,45211,Resolved
COMP_728,CID_1951,Charges/Fees,45162,Resolved
COMP_729,CID_203,Fraud/Unauthorized,45495,In Progress
COMP_730,CID_4860,Online Banking,44518,Escalated
COMP_731,CID_3721,Card Issue,46042,Open
COMP_732,CID_2169,Card Issue,44609,Closed
COMP_733,CID_3421,Online Banking,45959,Resolved
COMP_734,CID_1832,Loan Service,43367,Open
COMP_735,CID_829,Card Issue,44053,Escalated
COMP_736,CID_1855,,46039,Pending
COMP_737,CID_1448,Staff Behavior,44424,Escalated
COMP_738,CID_3412,Loan Service,45632,
COMP_739,CID_4846,Cash Deposit,44359,
COMP_740,CID_391,Fraud/Unauthorized,45767,Closed
COMP_741,CID_4695,Cheque Clearance,44525,Pending
COMP_742,CID_042,Card Issue,44385,Escalated
COMP_743,CID_1467,Fraud/Unauthorized,46048,Resolved
COMP_744,CID_2003,Charges/Fees,45872,Resolved
COMP_745,CID_1157,Card Issue,46039,Closed
COMP_746,CID_4647,Online Banking,45392,In Progress
COMP_747,CID_2880,Charges/Fees,44449,Resolved
COMP_748,CID_2567,Transaction Failed,44934,Pending
COMP_749,CID_4027,Staff Behavior,45237,Open
COMP_750,CID_2372,KYC/Documentation,44503,Pending
COMP_751,CID_2037,Card Issue,45971,In Progress
COMP_752,CID_1261,ATM Issue,45567,Closed
COMP_753,CID_2293,Staff Behavior,45881,Open
COMP_754,CID_4947,Transaction Failed,45659,Closed
COMP_755,CID_1627,Cash Deposit,45890,Open
COMP_756,CID_3191,ATM Issue,45981,In Progress
COMP_757,CID_2879,,45606,Closed
COMP_758,CID_1791,Transaction Failed,45548,Pending
COMP_759,CID_2237,ATM Issue,45951,Resolved
COMP_760,CID_1889,Card Issue,45976,Escalated
COMP_761,CID_2134,Charges/Fees,46085,Resolved
COMP_762,CID_1127,Transaction Failed,45931,Open
COMP_763,CID_3191,ATM Issue,45063,Open
COMP_764,CID_4079,Fraud/Unauthorized,46045,Pending
COMP_765,CID_4408,ATM Issue,45860,In Progress
COMP_766,CID_1507,KYC/Documentation,45296,Closed
COMP_767,CID_627,Transaction Failed,44862,Open
COMP_768,CID_1919,Card Issue,43816,Resolved
COMP_769,CID_1095,Card Issue,43785,Closed
COMP_770,CID_2111,ATM Issue,46039,Open
COMP_771,CID_4553,,45951,Open
COMP_772,CID_076,Account Statement,45401,Open
COMP_773,CID_2246,Online Banking,43771,Pending
COMP_774,CID_2898,Card Issue,45409,In Progress
COMP_775,CID_2726,ATM Issue,45156,
COMP_776,CID_4744,Charges/Fees,46036,Pending
COMP_777,CID_453,Card Issue,44265,Resolved
COMP_778,CID_3903,Account Statement,43448,
COMP_779,CID_3660,Transaction Failed,44895,Open
COMP_780,CID_4638,Cheque Clearance,44854,Pending
COMP_781,CID_2790,Fraud/Unauthorized,45892,In Progress
COMP_782,CID_2080,KYC/Documentation,45893,Pending
COMP_783,CID_4634,Cash Deposit,46079,Escalated
COMP_784,CID_2711,Staff Behavior,44334,In Progress
COMP_785,CID_3658,Transaction Failed,45543,Pending
COMP_786,CID_155,Cash Deposit,45919,Resolved
COMP_787,CID_3308,Staff Behavior,44901,Resolved
COMP_788,CID_3226,Cash Deposit,45217,Resolved
COMP_789,CID_1738,,45645,Resolved
COMP_790,CID_3347,Online Banking,43853,Resolved
COMP_791,CID_1496,Cheque Clearance,45916,Open
COMP_792,CID_244,Account Statement,45629,Escalated
COMP_793,CID_1291,Cash Deposit,45479,Closed
COMP_794,CID_2151,Transaction Failed,44439,Open
COMP_795,CID_4403,Cash Deposit,45893,Resolved
COMP_796,CID_3561,Card Issue,45904,Closed
COMP_797,CID_1713,Transaction Failed,45713,Escalated
COMP_798,CID_4197,Cheque Clearance,43524,Resolved
COMP_799,CID_823,Account Statement,45891,Closed
COMP_800,CID_2886,Staff Behavior,44666,In Progress
COMP_801,CID_4827,KYC/Documentation,45484,Resolved
COMP_802,CID_3430,Cheque Clearance,44999,Resolved
COMP_803,CID_027,Loan Service,45311,Closed
COMP_804,CID_3162,,44229,In Progress
COMP_805,CID_1456,Fraud/Unauthorized,44942,Pending
COMP_806,CID_4008,Staff Behavior,45384,In Progress
COMP_807,CID_011,ATM Issue,44169,In Progress
COMP_808,CID_624,Loan Service,46039,Resolved
COMP_809,CID_4717,Charges/Fees,46020,Open
COMP_810,CID_3191,Card Issue,45553,In Progress
COMP_811,CID_112,Transaction Failed,45013,Resolved
COMP_812,CID_3874,Cheque Clearance,45960,Open
COMP_813,CID_1172,Staff Behavior,43403,Closed
COMP_814,CID_3542,ATM Issue,45917,Closed
COMP_815,CID_2606,Charges/Fees,45509,
COMP_816,CID_3612,KYC/Documentation,44658,Pending
COMP_817,CID_793,Online Banking,44608,Closed
COMP_818,CID_778,ATM Issue,45384,
COMP_819,CID_2611,Cheque Clearance,44691,Closed
COMP_820,CID_4960,Card Issue,45422,Closed
COMP_821,CID_3734,Online Banking,44383,Resolved
COMP_822,CID_2253,Loan Service,44128,Closed
COMP_823,CID_2992,Charges/Fees,45294,
COMP_824,CID_3333,ATM Issue,45834,Resolved
COMP_825,CID_4835,Online Banking,44188,Open
COMP_826,CID_2699,ATM Issue,46082,Closed
COMP_827,CID_1187,KYC/Documentation,46054,Resolved
COMP_828,CID_4849,Fraud/Unauthorized,44468,Resolved
COMP_829,CID_1644,KYC/Documentation,46030,Closed
COMP_830,CID_3760,Online Banking,45545,Resolved
COMP_831,CID_2998,Charges/Fees,44692,Closed
COMP_832,CID_3685,Transaction Failed,46021,Closed
COMP_833,CID_4287,Card Issue,45724,Pending
COMP_834,CID_988,ATM Issue,46016,Resolved
COMP_835,CID_4102,Cheque Clearance,45134,Closed
COMP_836,CID_3255,Loan Service,45401,Open
COMP_837,CID_3728,KYC/Documentation,44306,Resolved
COMP_838,CID_2056,Charges/Fees,45687,Pending
COMP_839,CID_4744,Account Statement,46086,Closed
COMP_840,CID_3969,Transaction Failed,45980,Pending
COMP_841,CID_632,Staff Behavior,44338,Closed
COMP_842,CID_3168,Card Issue,45883,Closed
COMP_843,CID_1835,Loan Service,45800,Closed
COMP_844,CID_2083,Charges/Fees,45690,Resolved
COMP_845,CID_1175,Online Banking,44725,Closed
COMP_846,CID_564,Cash Deposit,45871,Open
COMP_847,CID_2968,Cheque Clearance,45817,Closed
COMP_848,CID_3441,Account Statement,43912,Pending
COMP_849,CID_1899,ATM Issue,44892,Open
COMP_850,CID_4113,,45589,Closed
COMP_851,CID_4369,Staff Behavior,45644,In Progress
COMP_852,CID_2589,Cheque Clearance,44286,Open
COMP_853,CID_4153,Online Banking,45938,Open
COMP_854,CID_828,Cash Deposit,45371,Open
COMP_855,CID_155,Cheque Clearance,45037,Resolved
COMP_856,CID_2121,,45554,In Progress
COMP_857,CID_488,,45780,Closed
COMP_858,CID_2159,Card Issue,45889,In Progress
COMP_859,CID_1926,Cash Deposit,44762,Closed
COMP_860,CID_4094,Loan Service,44673,In Progress
COMP_861,CID_1318,Staff Behavior,45889,Resolved
COMP_862,CID_2550,Charges/Fees,44249,Pending
COMP_863,CID_2550,ATM Issue,44539,Resolved
COMP_864,CID_2419,Loan Service,44867,In Progress
COMP_865,CID_1456,Fraud/Unauthorized,44942,Pending
COMP_866,CID_3539,Fraud/Unauthorized,45962,Resolved
COMP_867,CID_1327,Loan Service,43562,Open
COMP_868,CID_961,,44432,Pending
COMP_869,CID_4949,Charges/Fees,44883,Resolved
COMP_870,CID_3274,Staff Behavior,44690,In Progress
COMP_871,CID_840,Fraud/Unauthorized,45078,Closed
COMP_872,CID_2409,Account Statement,45454,Closed
COMP_873,CID_1615,,44009,Resolved
COMP_874,CID_4735,Cheque Clearance,45451,Open
COMP_875,CID_4042,Transaction Failed,45799,Open
COMP_876,CID_3803,Transaction Failed,45062,Escalated
COMP_877,CID_4117,Fraud/Unauthorized,45752,Pending
COMP_878,CID_4471,Cheque Clearance,45858,Open
COMP_879,CID_2363,,44983,In Progress
COMP_880,CID_101,Staff Behavior,45871,Closed
COMP_881,CID_4620,Loan Service,45693,Pending
COMP_882,CID_3993,Online Banking,44981,Open
COMP_883,CID_1814,Account Statement,44910,
COMP_884,CID_2105,Fraud/Unauthorized,45565,Pending
COMP_885,CID_1884,Card Issue,45856,Closed
COMP_886,CID_2415,Account Statement,43459,Escalated
COMP_887,CID_2627,Transaction Failed,44429,Closed
COMP_888,CID_088,Cheque Clearance,46043,Pending
COMP_889,CID_2620,Fraud/Unauthorized,45579,Open
COMP_890,CID_1866,KYC/Documentation,44766,Pending
COMP_891,CID_2633,ATM Issue,46036,Open
COMP_892,CID_4307,KYC/Documentation,45956,Open
COMP_893,CID_4598,Cash Deposit,46090,Open
COMP_894,CID_4038,KYC/Documentation,46083,Open
COMP_895,CID_2941,Fraud/Unauthorized,45559,Open
COMP_896,CID_1554,ATM Issue,43304,Open
COMP_897,CID_4611,KYC/Documentation,45716,Pending
COMP_898,CID_2088,Loan Service,45755,
COMP_899,CID_4836,Cash Deposit,44126,Closed
COMP_900,CID_2475,Loan Service,45619,Open
COMP_901,CID_3384,Charges/Fees,44967,Closed
COMP_902,CID_682,Transaction Failed,45791,Escalated
COMP_903,CID_3877,Cash Deposit,46051,Resolved
COMP_904,CID_1699,Fraud/Unauthorized,44341,Open
COMP_905,CID_4970,Cash Deposit,45669,Closed
COMP_906,CID_3968,Staff Behavior,45983,Open
COMP_907,CID_585,Charges/Fees,45697,Closed
COMP_908,CID_3016,ATM Issue,46016,Resolved
COMP_909,CID_4645,Charges/Fees,45793,Open
COMP_910,CID_1064,Transaction Failed,45410,Escalated
COMP_911,CID_1729,Card Issue,45169,
COMP_912,CID_710,Staff Behavior,45737,Closed
COMP_913,CID_2009,KYC/Documentation,45593,
COMP_914,CID_797,Cheque Clearance,46058,Closed
COMP_915,CID_4472,Card Issue,45990,Pending
COMP_916,CID_3433,Cheque Clearance,45592,In Progress
COMP_917,CID_4033,,45704,In Progress
COMP_918,CID_2435,Online Banking,45438,In Progress
COMP_919,CID_3215,Account Statement,45382,Closed
COMP_920,CID_1868,Staff Behavior,46027,In Progress
COMP_921,CID_912,Account Statement,45932,Open
COMP_922,CID_759,,45755,In Progress
COMP_923,CID_2105,Transaction Failed,45426,Open
COMP_924,CID_2312,Staff Behavior,45820,Closed
COMP_925,CID_1303,Online Banking,45675,Closed
COMP_926,CID_3786,Fraud/Unauthorized,43959,Open
COMP_927,CID_363,Online Banking,45874,Resolved
COMP_928,CID_1541,Staff Behavior,44362,Escalated
COMP_929,CID_219,Card Issue,46078,Escalated
COMP_930,CID_2491,Cheque Clearance,45765,Open
COMP_931,CID_3203,Fraud/Unauthorized,46031,
COMP_932,CID_4843,Cash Deposit,45545,Escalated
COMP_933,CID_070,Account Statement,46067,Open
COMP_934,CID_4802,Fraud/Unauthorized,45362,Escalated
COMP_935,CID_3209,Charges/Fees,45812,Resolved
COMP_936,CID_4935,Fraud/Unauthorized,44843,Closed
COMP_937,CID_3272,ATM Issue,46058,
COMP_938,CID_2734,Account Statement,44573,
COMP_939,CID_4515,Loan Service,45412,Pending
COMP_940,CID_3226,Account Statement,44716,Escalated
COMP_941,CID_3159,Online Banking,45932,Closed
COMP_942,CID_3800,,44407,Resolved
COMP_943,CID_4455,Charges/Fees,45668,In Progress
COMP_944,CID_2074,Charges/Fees,45709,In Progress
COMP_945,CID_2514,Online Banking,44490,In Progress
COMP_946,CID_2325,Fraud/Unauthorized,45075,In Progress
COMP_947,CID_1715,Transaction Failed,45911,Closed
COMP_948,CID_828,Online Banking,45263,Resolved
COMP_949,CID_2667,Online Banking,44029,
COMP_950,CID_017,Transaction Failed,44181,Resolved
COMP_951,CID_4134,Loan Service,45987,
COMP_952,CID_1111,Cheque Clearance,44856,
COMP_953,CID_889,KYC/Documentation,46075,Resolved
COMP_954,CID_4565,Online Banking,45242,Open
COMP_955,CID_3110,Cheque Clearance,45422,In Progress
COMP_956,CID_3724,Account Statement,45562,Resolved
COMP_957,CID_485,Loan Service,45593,In Progress
COMP_958,CID_2807,Cash Deposit,45753,Open
COMP_959,CID_2254,KYC/Documentation,46002,Resolved
COMP_960,CID_3275,Fraud/Unauthorized,45936,In Progress
COMP_961,CID_2287,ATM Issue,45091,Resolved
COMP_962,CID_1244,Transaction Failed,45722,Pending
COMP_963,CID_3827,KYC/Documentation,45173,Closed
COMP_964,CID_464,Cash Deposit,45976,Escalated
COMP_965,CID_2103,Fraud/Unauthorized,45681,Resolved
COMP_966,CID_1545,KYC/Documentation,44492,Closed
COMP_967,CID_1811,Transaction Failed,45129,Resolved
COMP_968,CID_2798,Card Issue,45934,Open
COMP_969,CID_3883,Charges/Fees,45916,Resolved
COMP_970,CID_2457,Charges/Fees,43617,In Progress
COMP_971,CID_4762,Staff Behavior,44572,Open
COMP_972,CID_756,Charges/Fees,45554,In Progress
COMP_973,CID_981,Cash Deposit,45085,Resolved
COMP_974,CID_798,Transaction Failed,46016,Open
COMP_975,CID_4132,KYC/Documentation,45441,Closed
COMP_976,CID_4226,Cash Deposit,44859,Resolved
COMP_977,CID_1368,,44999,Open
COMP_978,CID_3341,KYC/Documentation,44840,Open
COMP_979,CID_4540,Loan Service,45251,
COMP_980,CID_2448,Transaction Failed,45688,Resolved
COMP_981,CID_124,Charges/Fees,44322,Open
COMP_982,CID_1238,Account Statement,45716,Resolved
COMP_983,CID_1991,Transaction Failed,45177,Pending
COMP_984,CID_1665,Cheque Clearance,45247,Resolved
COMP_985,CID_3332,,44689,Resolved
COMP_986,CID_745,Cheque Clearance,45087,Resolved
COMP_987,CID_3623,Cheque Clearance,44176,In Progress
COMP_988,CID_3604,Cheque Clearance,45481,Resolved
COMP_989,CID_151,ATM Issue,44938,Closed
COMP_990,CID_2477,Card Issue,45958,Open
COMP_991,CID_1156,Fraud/Unauthorized,45917,Open
COMP_992,CID_040,Online Banking,45120,Resolved
COMP_993,CID_3292,Card Issue,44559,Pending
COMP_994,CID_1806,Charges/Fees,45382,Escalated
COMP_995,CID_4350,ATM Issue,46002,Closed
COMP_996,CID_1774,KYC/Documentation,45451,Resolved
COMP_997,CID_3366,Staff Behavior,45025,Open
COMP_998,CID_4731,Fraud/Unauthorized,45738,Resolved
COMP_999,CID_2318,Fraud/Unauthorized,44884,Resolved
COMP_1000,CID_4807,Charges/Fees,44244,In Progress
